50 Maiores Bancos e o Consolidado do Sistema Financeiro Nacional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arquivo Completo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data-base: Março/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Balancetes processados até: 05/05/2013
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CI;TCB;Instituições;TD;TC;Obs;Data;Cidade;UF;Ativo Total (-);Ativo;Disponibilidades;Aplicações;TVM e Instrumentos;Relações;Relações;Oper, Créd, e Arrend, Mercantil;;Coobrigações em;Outros;Outros;Imobilizado de;Permanente;Passivo;Depósitos;Depósitos;Depósitos;Depósitos;Depósitos;Depósitos;Captações no;Recursos de Aceites e Emissão de Títulos;Recursos de Aceites e Emissão de Títulos;Recursos de Aceites e Emissão de Títulos;Relações;Relações;Obrigações por;Instrumentos Financeiros;Outras Obrigações e;Patrimônio;PR nível 1;Lucro;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Resultado;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Resultado;Resultado não;Resultado antes;IR e;Particip,;Lucro;Nº de;Nº de;Data DLO;Índice de;Índice de ;;
49944;B-I;BTG PACTUAL;C;2;;201303;RIO DE JANEIRO;RJ;75.427.643;103.617.794;632.078;39.506.362;35.069.902;422.796;0;10.032.278;-203.084;239.711;12.101.569;41.089;0;6.014.804;93.066.692;489.957;0;528.774;14.261.461;0;15.280.191;41.237.229;4.760.912;7.777.502;12.538.414;6.455;0;1.855.220;5.267.893;16.881.290;10.551.102;10.540.473;482.606;178.753;0;1.724.326;195.846;34.088;5.516;6.486;-1.012.232;-381.606;0;0;34;-48.449;702.762;535.939;10.768;-98.325;-154.052;-79.398;-132.281;515.586;-141.993;1.159.006;1.002;1.160.008;-427.315;-250.086;482.606;1.255;7;201303;18,3;34,7;;
30403;B-I;CITIBANK;C;3;;201303;SAO PAULO;SP;60.721.641;62.529.797;286.503;11.391.032;13.447.939;3.191.905;61;14.318.437;-1.694.761;0;20.197.067;31.519;150.291;1.209.804;54.766.991;4.688.414;1.009.979;142.607;9.130.829;165.388;15.137.216;3.614.242;233.071;414.344;647.415;1.220.527;801.697;6.712.680;3.626.108;23.007.106;7.762.806;7.730.750;214.677;983.173;25.104;414.703;58.767;53.307;11.661;0;-312.092;-33.806;-22.018;0;-11.139;-206.888;960.772;305.987;139.495;-359.584;-445.551;-110.899;13.184;171.775;-290.958;384.221;-5.160;379.061;-151.600;-12.784;214.677;6.174;128;201303;14,2;14,7;;
30173;B-I;BANRISUL;C;1;;201303;PORTO ALEGRE;RS;47.945.858;47.945.858;599.837;3.630.058;13.567.403;4.003.843;53.551;23.506.390;-1.549.733;24.041;3.297.004;122.291;134.511;580.703;43.165.898;2.757.966;6.054.944;435.065;18.309.432;2.609;27.560.015;1.654.340;52.395;299.554;351.949;289.745;289.800;2.728.538;34.276;10.257.235;4.779.960;4.760.188;204.695;1.104.539;11.353;269.812;-76.829;1.684;65.058;11.503;-424.008;-125.274;-8.525;0;-182;-50.971;778.160;28.369;165.121;-294.414;-235.120;-62.416;6.875;149.320;-225.897;309.998;4.180;314.178;-90.837;-18.648;204.695;11.568;473;201303;20,0;8,4;;
20107;B-I;JP MORGAN CHASE;C;3;;201303;SAO PAULO;SP;42.610.648;46.941.303;47.122;14.748.449;18.875.179;60.085;0;537.803;-31.242;0;12.599.289;3.316;0;101.301;43.461.730;193.041;0;0;5.493.190;0;5.686.231;1.977.668;0;0;0;202;106.096;18.193.185;2.587.026;14.911.322;3.479.573;3.479.573;-20.001;9.027;0;324.230;-312.107;0;0;0;-88.248;-173.382;0;-31.319;0;-6;-271.805;66.982;44;-126.518;-34.453;-17.000;0;392.901;-18.495;-8.344;12;-8.332;-8.229;-3.440;-20.001;683;6;201303;19,5;2,2;;
30771;B-I;CREDIT SUISSE;C;3;;201303;SAO PAULO;SP;36.819.059;39.062.348;2.573.219;20.239.836;4.949.405;3.698;0;4.497.135;-247.430;18.926;5.759.932;51.547;0;1.235.006;35.554.687;1.394;0;0;2.492.668;0;2.494.061;14.322.026;152.163;32.515;184.678;0;0;9.308.514;194.820;9.050.587;3.507.661;3.503.769;87.405;85.828;0;349.338;-9.618;10.632;0;0;-147.266;-25.881;0;0;0;-1.169;261.864;235.417;0;-165.858;-39.830;-35.846;-43.633;91.788;-114.597;189.305;0;189.305;-101.901;0;87.405;34;2;201303;18,1;27,4;;
51183;B-I;DEUTSCHE;C;3;;201303;SAO PAULO;SP;31.592.466;32.208.389;124.728;6.317.480;2.261.480;121.192;0;1.877.979;-8.677;0;21.471.102;2.879;0;40.226;30.694.078;437.157;0;162.797;1.847.164;0;2.447.119;2.246.321;0;0;0;318;94.457;3.793.918;1.707.336;20.404.608;1.514.311;1.514.311;15.683;46.038;0;158.070;58.381;0;0;0;-59.110;-45.715;0;-96.901;0;-1.919;58.844;55.510;124;-74.830;-27.396;-8.557;0;78.779;-43.223;39.251;-513;38.738;-23.054;0;15.683;336;2;201303;14,1;2,7;;
7237373;B-I;BCO DO NORDESTE DO BRASIL S.A.;I;1;;201303;FORTALEZA;CE;32.250.600;32.388.390;112.376;7.351.758;11.364.126;391.449;537;10.980.575;-911.015;25.337;2.852.319;22.554;0;223.712;29.900.650;108.059;1.583.818;723.910;6.355.797;1.243.680;10.015.264;992.543;0;1.344.324;1.344.324;33.061;4.173;3.203.621;6.697;14.300.966;2.487.741;0;-22.184;382.682;0;331.085;-48.572;22.383;4.307;3.148;-180.439;-172.915;0;0;0;-243.295;98.384;383.842;5.923;-277.853;-195.723;-51.176;0;416.464;-425.964;-46.103;97;-46.006;23.831;-9;-22.184;10.368;217;201303;16,3;4,5;;
30290;B-I;BMG;C;2;;201303;BELO HORIZONTE;MG;28.074.014;28.101.019;48.370;1.828.350;1.682.679;39.867;0;19.266.320;-925.918;15.303.738;3.324.369;1.140.961;41.908;1.654.113;24.866.226;71.841;0;25.210;7.558.074;0;7.655.125;0;238.182;2.121.353;2.359.535;5.909;0;55.688;401.463;14.388.506;3.234.793;2.826.220;121.260;1.208.719;9.684;71.171;-13.490;107.241;0;0;-330.670;-694;-8.986;0;20.631;-205.909;857.697;7.874;17.255;-31.683;-462.885;-18.674;2.239;82.934;-119.771;334.986;375;335.361;-74.147;-2;121.260;567;20;201303;12,8;5,1;;
1181521;B-I;BCO COOPERATIVO SICREDI S.A.;I;2;;201303;PORTO ALEGRE;RS;14.536.236;21.314.406;15.610;7.875.236;3.486.518;562.414;289;9.031.976;-10.938;0;258.167;66;0;95.068;20.669.535;40.517;3.070.377;6.334.857;15.410;0;9.461.161;7.114.053;0;5.469;5.469;1.626;25.000;3.694.566;57;367.603;644.871;644.871;8.592;143.614;0;170.478;-494;1.698;6.555;0;-222.164;-76.143;0;0;0;-538;23.006;5.919;9;-26.680;-40.948;-3.951;2.624;59.502;-6.947;12.534;16;12.550;-3.958;0;8.592;336;5;201303;16,2;12,3;;
51516;B-I;BNP PARIBAS;C;3;;201303;SAO PAULO;SP;18.935.035;21.089.379;151.132;5.497.939;3.577.028;7.848;0;4.775.227;-219.202;0;6.513.364;280.571;409.448;96.026;18.479.304;123.501;0;192.538;4.208.531;66.448;4.591.017;3.104.930;559.842;0;559.842;2.390;99.750;3.900.932;656.874;5.563.569;2.610.074;2.603.830;43.117;283.484;47.361;15.889;27.024;0;0;0;-126.916;-8.449;-34.454;-15.635;0;-31.063;157.241;50.015;10.251;-90.797;-164.818;-20.008;3.375;265.873;-137.783;73.349;148;73.497;-26.182;-4.199;43.117;627;11;201303;18,0;3,3;;
31323;B-I;PANAMERICANO;C;2;;201303;SAO PAULO;SP;20.544.314;21.042.088;35.190;1.257.158;1.675.917;29.263;0;10.555.278;-941.344;972.902;6.158.423;385.942;652.904;1.233.356;18.220.005;106.832;0;4.203.709;2.742.594;0;7.053.135;1.340.142;1.588.560;2.344.609;3.933.169;163.873;15.964;202.062;31.751;5.479.909;2.822.083;1.610.602;18.742;529.584;79.587;241.083;-98.208;14.616;0;296;-372.225;-4.729;-66.420;0;302.093;-284.816;340.861;15.898;69.217;-46.371;-314.795;-39.553;45.944;31.744;-94.630;8.315;-8.718;-403;19.531;-387;18.742;867;1;201303;14,5;51,1;;
51750;B-I;BANCOOB;C;2;;201303;BRASILIA;DF;14.934.728;16.748.357;3.039;7.052.053;3.274.422;639.407;0;5.254.026;-34.383;0;469.280;19.793;0;70.720;16.213.561;16.965;1.564.017;10.434.004;83.024;0;12.098.011;2.154.436;0;2.400;2.400;394.117;10.473;1.070.562;0;483.562;534.796;538.430;13.803;102.385;0;160.305;0;0;3.360;0;-198.561;-8.953;0;0;-9;-3.787;54.740;43.776;19;-13.687;-34.838;-5.673;899;5.115;-26.601;23.750;24;23.774;-8.633;-1.340;13.803;422;4;201303;14,6;12,7;;
32119;B-I;BIC;C;2;;201303;SAO PAULO;SP;16.614.842;16.614.842;187.748;411.001;2.044.323;140.938;0;10.317.385;-373.485;0;2.610.879;535.101;503.314;237.639;14.679.561;254.602;15.166;435.087;6.773.997;0;7.478.852;38.694;226.478;1.450.214;1.676.692;5.213;22.703;3.229.655;3.031;2.224.722;1.935.280;1.930.871;2.826;418.288;48.326;25.345;-108.733;7.265;20;403;-213.239;-23.681;-36.785;0;-14.297;-58.104;44.808;12.291;6.340;-53.841;-45.734;-16.426;307;78.002;-44.575;-18.828;-1.506;-20.334;30.647;-7.484;2.826;856;38;201303;16,7;5,5;;
51293;B-I;ALFA;C;2;;201303;SAO PAULO;SP;14.754.753;14.754.753;9.363;579.186;4.840.933;80.804;0;7.875.935;-126.369;2.001;842.264;38.471;351.576;262.590;12.799.223;37.137;0;1.805.607;781.767;0;2.624.511;1.935.511;4.131.356;1.555.722;5.687.078;5.341;6.311;1.429.548;248.757;862.168;1.955.530;1.915.343;32.589;201.756;61.477;92.897;25.926;4.900;0;26;-171.379;-22.171;-54.214;0;-5.239;-12.229;121.750;7.624;8.697;-42.874;-26.914;-6.335;1.850;25.820;-41.062;48.556;611;49.167;-14.466;-2.111;32.589;17;9;201303;17,4;11,7;;
41856;B-I;ABC-BRASIL;C;3;;201303;SAO PAULO;SP;13.981.936;13.981.936;61.243;1.573.269;2.286.030;127.781;0;7.707.685;-142.109;0;2.225.748;51.105;0;91.184;12.225.401;53.839;0;552.825;2.754.926;0;3.361.591;52.305;1.365.523;1.348.802;2.714.325;462;12.129;3.713.212;155.188;2.216.190;1.756.534;1.752.018;60.057;252.972;0;67.317;5.893;10.535;0;6.961;-181.498;-77.225;0;0;-639;-17.127;67.189;30.752;2.202;-32.633;-18.588;-10.063;-5.106;142.010;-70.200;105.563;87;105.650;-26.990;-18.601;60.057;570;7;201303;15,7;3,3;;
20152;B-I;MERCANTIL DO BRASIL;C;2;;201303;BELO HORIZONTE;MG;12.297.497;13.560.913;178.753;3.043.881;418.338;247.566;4.521;8.617.026;-410.610;2.327.015;911.244;337.094;7.538;205.563;12.677.720;521.388;256.114;76.559;7.136.527;0;7.990.588;1.263.416;146.142;226.889;373.031;49.921;3.478;45.419;4.096;2.947.772;883.193;848.351;10.348;530.122;1.356;64.304;-25.963;200;1.740;0;-184.359;-410;-1.082;0;-39.996;-135.149;210.763;13.201;16.782;-82.926;-116.905;-4.105;2.576;34.226;-45.621;27.991;-8.508;19.483;-4.991;-92;10.348;3.845;185;201303;12,4;13,5;;
31859;B-I;SOCIETE GENERALE;C;3;;201303;SAO PAULO;SP;13.399.234;13.417.551;11.404;2.574.409;1.156.532;5.648;0;2.575.401;-287.168;43.173;6.696.633;71.331;534.279;79.083;12.721.054;16.795;0;112.906;823.368;0;953.069;25.011;99.391;0;99.391;1.036;3.915;3.755.258;884.257;6.999.119;696.497;710.058;-31.428;195.554;78.411;51.572;-93.191;26.075;0;0;-28.409;-16.206;-71.521;0;0;-74.349;67.936;7.686;6.564;-37.988;-76.564;-6.411;-6.770;59.114;-35.809;-22.242;-43;-22.285;-9.141;0;-31.428;438;3;201303;14,8;11,1;;
1023570;B-I;BCO RABOBANK INTL BRASIL S.A.;I;3;;201303;SAO PAULO;SP;12.808.535;13.088.701;180.409;3.573.959;1.435.047;7.563;0;5.784.235;-114.521;0;2.185.852;277;0;35.880;12.002.464;28.671;0;1.229.461;280.153;0;1.538.285;280.177;0;1.417.499;1.417.499;0;238.018;6.236.443;64.161;2.227.881;1.086.237;1.082.208;30.746;67.683;0;89.234;-42.780;0;0;0;-54.088;-13.653;0;-7.044;0;-4.694;34.658;11.015;1.035;-31.785;-16.268;-5.609;3.626;67.675;-10.104;54.243;-11;54.232;-20.902;-2.584;30.746;531;15;201303;16,0;0,9;;
30159;B-I;BANESTES;C;1;;201303;VITORIA;ES;11.542.124;12.927.010;207.143;4.461.131;3.067.040;705.350;55;3.467.773;-155.468;0;776.549;36.085;160.627;200.726;12.174.600;1.145.084;1.940.486;8.250;4.328.205;0;7.422.024;3.275.277;150.246;24.580;174.826;68.939;18.774;439.301;0;775.459;752.410;742.658;30.567;169.595;16.151;122.298;0;3.852;6.029;0;-153.607;-3.199;-12.374;0;0;-32.841;115.904;33.337;15.489;-60.931;-49.281;-11.813;3.106;13.558;-12.227;47.142;-920;46.222;-13.167;-2.487;30.567;3.598;136;201303;13,3;26,3;;
62232889;B-I;BCO DAYCOVAL S.A;I;2;;201303;SAO PAULO;SP;11.694.438;12.851.531;72.367;2.603.411;831.240;112.179;0;7.034.482;-391.932;24.386;2.112.333;268.036;0;209.413;10.404.338;290.413;0;121.369;2.936.987;4.034;3.352.803;1.184.519;2.034.359;1.544.753;3.579.112;7.074;6.529;1.018.226;2.104;1.253.972;2.447.192;2.441.694;65.714;383.108;0;57.561;-38.654;19.319;0;0;-169.178;-14.573;0;0;-6.991;-91.610;138.982;6.443;10.135;-39.314;-83.065;-19.615;4.795;100.467;-16.683;102.145;-1.811;100.334;-25.358;-9.260;65.714;1.104;37;201303;19,6;7,7;;
4902979;B-I;BCO DA AMAZONIA S.A.;I;1;;201303;BELEM;PA;10.700.934;10.700.934;87.193;1.503.620;5.659.887;314.398;456;2.056.129;-71.625;93.649;933.165;2.230;0;215.481;8.692.651;542.253;506.781;2.397;798.515;815.014;2.664.960;70.001;0;0;0;20.850;41.032;560.165;0;5.335.642;2.008.283;1.956.324;-16.100;61.697;0;126.760;0;0;0;0;-32.029;-67.270;0;-2.580;0;-27.634;58.944;110.085;23.958;-105.860;-58.258;-16.221;0;105.944;-96.219;22.373;442;22.815;-38.914;0;-16.100;4.032;123;201303;16,1;6,5;;
49951;B-I;FIBRA;C;2;;201303;SAO PAULO;SP;10.318.894;10.318.894;67.198;135.636;1.389.989;41.838;1.204;6.995.633;-342.671;152.241;1.506.387;261.120;0;262.561;9.299.587;119.061;0;254.620;4.629.920;0;5.003.601;154.820;1.141.203;1.171.745;2.312.948;528;13.499;887.754;26.613;899.823;1.019.308;984.955;-23.305;355.394;0;29.557;-19.149;1.127;0;0;-157.325;-8.125;0;0;-5.280;-82.160;114.039;9.829;610;-47.638;-123.774;-11.913;-4.263;61.059;-20.645;-22.696;-1.438;-24.134;16.742;-15.910;-23.305;948;19;201303;13,4;13,1;;
50304;B-I;PINE;C;2;;201303;SAO PAULO;SP;10.134.829;10.239.267;211.602;610.265;3.633.260;814;0;4.296.947;-189.341;209;1.323.224;194.764;0;157.731;8.978.797;126.396;0;109.786;3.092.962;0;3.329.144;1.954.411;591.743;571.017;1.162.760;164;6.310;1.766.229;109.705;650.074;1.260.469;1.268.496;45.555;100.691;0;58.044;63.551;2.275;0;0;-121.136;-15.134;0;0;0;-11.527;76.764;19.536;604;-21.735;-23.444;-2.596;7.767;15.539;-3.927;68.508;2.292;70.800;-17.250;-7.995;45.555;363;11;201303;17,1;10,9;;
51255;B-I;MERRILL LYNCH;C;3;;201303;SAO PAULO;SP;8.983.868;10.206.714;22.006;2.541.602;4.183.898;1.314;0;136.828;-19.590;0;3.290.663;273;0;49.719;8.882.273;37.222;0;15.203;302.983;0;355.409;1.223.947;0;0;0;607;345;1.427.813;1.781.629;4.092.523;1.324.441;1.323.257;8.561;2.753;0;69.845;-21.347;52.532;0;0;-38.056;-27.734;0;0;0;-1.857;36.136;105.052;94;-75.523;-24.663;-9.383;0;16.987;-34.844;13.856;0;13.856;-5.295;0;8.561;474;1;201303;17,2;3,5;;
