30403;B-I;CITIBANK;C;3;;201306;SAO PAULO;SP;60.357.370;61.466.156;532.613;10.674.075;14.573.685;2.919.775;109;14.080.259;-1.664.947;0;18.949.668;29.452;145.827;1.225.639;53.747.468;4.866.515;1.150.256;254.590;8.833.932;159.746;15.265.038;4.020.935;256.600;915.866;1.172.466;252.031;1.004.622;6.663.474;3.664.035;21.704.866;7.718.688;7.248.970;438.944;2.058.433;49.384;891.788;272.635;557.015;24.624;0;-642.577;-577.636;-40.172;0;-15.739;-559.442;2.018.313;633.042;286.101;-769.530;-907.916;-224.708;21.161;341.358;-643.698;754.123;-3.950;750.173;-282.084;-29.145;438.944;6.103;128;201306;15,2;15;;
30173;B-I;BANRISUL;C;1;;201306;PORTO ALEGRE;RS;52.770.327;52.770.327;627.774;2.208.961;18.752.853;4.367.014;38.822;23.738.116;-1.502.891;24.171;3.650.032;161.778;131.978;595.889;47.881.789;2.841.217;6.352.499;291.518;19.262.626;2.712;28.750.572;8.013.110;68.486;444.643;513.129;290.776;387.710;3.102.703;36.981;6.786.809;4.888.538;4.861.117;419.689;2.254.199;22.889;576.877;8.160;85.127;137.606;24.743;-968.189;-264.205;-16.797;0;-377;-71.184;1.788.849;59.998;348.935;-636.348;-468.148;-127.657;28.993;184.594;-549.989;629.227;4.231;633.458;-176.225;-37.543;419.689;11.870;485;201306;17,9;8,4;;
20107;B-I;JP MORGAN CHASE;C;3;;201306;SAO PAULO;SP;40.261.067;43.637.685;85.500;18.357.476;12.506.253;107.163;19;415.556;-31.236;0;12.093.930;3.473;0;99.552;40.113.034;204.632;0;0;2.373.800;0;2.578.432;1.845.518;0;0;0;867;39.347;18.219.652;2.044.815;15.384.401;3.524.651;3.524.651;24.855;19.168;0;970.214;-33.859;424.212;0;0;-186.518;-1.897.352;0;0;0;964;-703.171;170.058;95;-268.259;-76.495;-48.271;0;1.059.450;-55.901;77.506;14;77.520;-45.758;-6.909;24.855;696;6;201306;24,5;2,1;;
30771;B-I;CREDIT SUISSE;C;3;;201306;SAO PAULO;SP;37.893.379;39.227.176;1.648.033;21.338.601;7.688.845;3.748;0;3.714.922;-229.759;18.937;3.803.130;60.220;0;1.199.436;36.109.669;58.439;0;0;2.537.718;0;2.596.157;18.133.066;146.781;29.526;176.307;0;0;8.309.608;166.825;6.727.707;3.117.507;3.114.987;211.280;192.556;0;884.608;32.292;79.003;0;0;-301.101;-531.183;0;0;0;-18.299;337.876;584.842;0;-396.047;-98.495;-73.046;54.262;136.325;-235.073;310.644;0;310.644;-99.364;0;211.280;37;2;201306;15,8;28,5;;
7237373;B-I;BCO DO NORDESTE DO BRASIL S.A.;I;1;;201306;FORTALEZA;CE;33.756.544;33.794.233;116.172;8.026.777;11.879.272;393.060;0;11.083.091;-997.727;26.112;3.039.251;25.293;0;229.045;31.275.919;142.099;1.622.124;1.032.391;7.381.486;1.203.206;11.381.306;971.950;0;1.418.407;1.418.407;36.384;3.673;3.225.873;2.599;14.235.727;2.518.314;2.649.210;200.028;855.530;0;686.461;51.220;83.169;8.747;5.291;-482.244;-475.523;0;0;0;-396.030;336.621;829.848;14.961;-599.937;-384.428;-106.564;0;719.826;-624.055;186.272;83;186.355;27.756;-14.082;200.028;10.530;219;201306;16,5;4,6;;
51183;B-I;DEUTSCHE;C;3;;201306;SAO PAULO;SP;31.903.932;32.406.631;199.849;5.073.221;3.035.219;173.642;0;1.644.755;-13.991;0;22.248.759;6.148;0;39.029;30.872.917;431.124;0;201.882;2.868.335;0;3.501.341;1.722.113;0;0;0;1.421;124.205;2.094.878;2.179.864;21.249.095;1.533.714;1.533.714;35.086;140.030;0;272.889;127.970;0;0;0;-125.309;-131.361;0;-183.169;0;-3.363;97.687;120.759;231;-139.406;-56.089;-13.504;0;115.993;-52.018;73.653;-713;72.940;-37.854;0;35.086;337;2;201306;13,7;2,5;;
30290;B-I;BMG;C;2;;201306;BELO HORIZONTE;MG;27.837.231;27.837.231;52.110;641.217;2.365.838;44.475;0;19.676.886;-849.863;13.891.168;3.126.899;1.123.761;27.099;1.628.809;24.456.053;42.516;0;22.797;6.931.094;0;6.996.407;160.033;511.561;2.154.394;2.665.955;7.839;0;52.310;56.241;14.517.268;3.381.178;3.046.836;343.906;2.640.520;19.810;163.457;454.877;131.042;0;0;-934.908;-1.306;-23.210;0;27.056;-341.810;2.135.528;16.566;36.488;-59.808;-987.006;-36.795;7.991;127.534;-372.175;868.323;925;869.248;-154.496;-20.727;343.906;569;20;201306;14;4,9;;
1181521;B-I;BCO COOPERATIVO SICREDI S.A.;I;2;;201306;PORTO ALEGRE;RS;14.696.458;23.083.375;26.928;10.223.183;3.299.878;557.070;1.003;8.649.610;-16.184;0;242.716;55;0;99.116;22.404.704;49.503;3.298.974;6.048.635;16.884;0;9.413.997;8.678.691;0;5.559;5.559;2.076;18.012;3.900.090;77;386.202;678.671;678.671;22.005;290.498;0;400.995;3.034;10.415;13.972;0;-497.318;-79.803;0;0;0;-5.185;136.608;12.905;19;-46.646;-80.603;-8.464;5.806;22.035;-9.220;32.440;43;32.483;-10.478;0;22.005;349;5;201306;14,8;12,3;;
31323;B-I;PANAMERICANO;C;2;;201306;SAO PAULO;SP;20.801.956;21.535.595;39.298;2.279.240;1.669.951;26.461;0;12.035.178;-1.005.014;796.223;4.357.549;426.921;555.670;1.150.342;18.751.647;125.739;0;5.198.942;3.121.585;0;8.446.266;1.450.075;2.034.264;2.787.222;4.821.486;161.725;11.654;153.826;11.320;3.695.295;2.783.948;1.785.309;-20.068;1.112.685;157.373;494.768;-36.250;75.897;0;1.030;-1.022.590;-14.027;-131.634;0;565.111;-504.018;698.345;33.618;141.860;-96.054;-673.458;-78.939;42.651;118.944;-234.936;-47.969;-29.646;-77.615;58.321;-774;-20.068;945;1;201306;15,5;43;;
51516;B-I;BNP PARIBAS;C;3;;201306;SAO PAULO;SP;17.209.822;19.438.398;4.272;3.190.120;4.097.119;60.723;0;4.595.522;-263.234;0;7.004.104;277.104;375.485;97.183;16.754.476;174.204;0;43.681;4.022.992;74.421;4.315.298;3.007.451;757.256;25.182;782.438;3.062;98.970;918.999;1.375.455;6.252.803;2.683.921;2.683.214;111.686;586.756;92.052;364.997;13.477;151.916;0;0;-279.683;-198.940;-67.405;0;0;-107.929;555.241;125.290;26.488;-184.628;-322.217;-42.850;6.737;187.706;-167.935;183.832;380;184.212;-63.608;-8.918;111.686;647;11;201306;16,5;3,3;;
51750;B-I;BANCOOB;C;2;;201306;BRASILIA;DF;16.011.562;17.437.106;2.861;6.769.599;3.435.943;621.709;0;6.022.009;-37.748;0;531.592;20.564;0;70.577;16.876.006;16.631;1.666.097;11.245.071;80.162;0;13.007.961;1.747.748;0;3.500;3.500;409.576;10.460;1.117.651;0;579.111;561.100;564.554;28.634;214.047;0;351.347;0;0;7.148;0;-432.693;-17.991;0;0;-21;-8.370;113.467;88.097;45;-28.082;-71.415;-11.654;1.322;10.688;-54.239;48.229;418;48.647;-17.869;-2.143;28.634;420;4;201306;13,6;12,1;;
32119;B-I;BIC;C;2;2;201305;SAO PAULO;SP;16.448.782;16.448.782;203.391;785.255;2.110.655;102.298;0;9.757.557;-478.611;0;2.694.839;536.961;506.495;229.943;14.545.593;274.503;15.125;491.115;6.682.055;0;7.462.799;47.298;223.471;1.461.722;1.685.193;9.520;47.779;2.913.427;10.835;2.368.742;1.903.189;1.899.028;-29.265;678.814;78.134;44.195;23.917;102.946;33;704;-414.273;-126.917;-55.681;0;-21.535;-176.722;133.615;22.405;11.525;-91.564;-76.703;-30.315;273;20.034;-62.973;-73.703;-2.227;-75.930;55.235;-8.571;-29.265;0;0;201306;18,4;5,6;;
41856;B-I;ABC-BRASIL;C;3;;201306;SAO PAULO;SP;16.389.187;16.389.187;68.572;2.126.081;3.053.646;90.544;0;7.974.404;-154.153;0;3.085.939;52.695;0;91.459;14.594.988;71.787;0;505.358;3.082.410;0;3.659.556;124.597;1.695.987;1.489.142;3.185.129;401;27.037;4.058.463;236.456;3.303.349;1.794.199;1.795.871;124.767;560.447;0;170.155;89.900;68.599;0;12.850;-403.150;-313.776;0;0;-875;-46.746;137.404;70.174;7.270;-67.236;-37.111;-18.552;38.199;233.721;-175.222;188.647;-546;188.101;-24.092;-39.243;124.767;579;7;201306;16,2;3,1;;
51293;B-I;ALFA;C;2;;201306;SAO PAULO;SP;14.397.302;14.397.302;6.261;818.634;4.651.264;111.870;0;7.506.285;-118.070;1.540;777.423;37.610;344.357;261.668;12.425.071;30.436;0;1.571.191;573.247;0;2.174.873;1.916.494;4.461.754;1.373.624;5.835.378;4.338;4.066;1.510.570;179.223;800.128;1.972.232;1.937.040;69.265;359.188;122.433;180.958;92.759;13.377;0;34;-355.844;-67.397;-108.300;0;-9.561;-10.706;216.941;14.341;16.917;-86.481;-54.092;-12.419;5.346;65.057;-81.276;84.334;235;84.569;-11.247;-4.056;69.265;17;9;201306;19,5;11,8;;
1023570;B-I;BCO RABOBANK INTL BRASIL S.A.;I;3;;201306;SAO PAULO;SP;13.762.702;14.064.164;32.495;3.873.312;1.065.066;10.113;0;6.270.406;-104.416;0;2.876.258;514;0;40.415;12.966.665;23.795;0;1.251.138;178.279;0;1.453.212;301.463;0;1.372.424;1.372.424;2;10.071;7.313.214;109.721;2.406.559;1.097.499;1.099.021;47.559;562.472;0;240.796;-51.394;174.121;0;0;-106.624;-659.561;0;0;0;-15.051;144.759;24.583;3.195;-65.234;-37.448;-10.815;8.430;25.393;-6.966;85.897;-56;85.841;-33.620;-4.665;47.559;570;15;201306;13,3;0,9;;
20152;B-I;MERCANTIL DO BRASIL;C;2;;201306;BELO HORIZONTE;MG;12.559.828;13.872.558;183.148;3.032.328;564.367;251.889;10.728;8.760.451;-487.950;2.177.094;919.094;389.568;5.789;243.148;12.996.187;559.028;264.208;87.710;7.230.266;0;8.141.212;1.312.730;207.685;248.115;455.800;48.086;6.185;44.837;1.329;2.986.007;876.372;840.995;18.150;1.093.693;2.803;124.771;3.639;4.583;3.702;0;-371.506;-8.251;-2.289;0;-86.030;-321.449;443.666;26.657;33.984;-172.744;-245.968;-8.597;7.146;55.619;-134.684;5.079;24.059;29.138;2.011;-2.807;18.150;3.943;186;201306;12,2;16,5;;
62232889;B-I;BCO DAYCOVAL S.A;I;2;;201306;SAO PAULO;SP;12.311.089;13.643.875;75.739;2.880.980;934.401;103.043;0;7.241.967;-433.476;19.040;2.356.498;279.020;0;205.702;11.220.656;303.428;0;217.766;2.926.506;3.322;3.451.022;1.319.981;2.292.146;1.752.603;4.044.749;8.055;11.257;1.014.568;13.704;1.357.320;2.423.218;2.435.658;126.768;815.734;0;116.988;81.879;76.068;0;0;-404.764;-74.324;0;0;-13.141;-221.377;377.063;12.697;21.544;-78.680;-170.315;-37.850;10.510;87.860;-27.446;195.383;-5.460;189.923;-47.883;-15.271;126.768;1.122;37;201306;18,7;7,8;;
30159;B-I;BANESTES;C;1;;201306;VITORIA;ES;10.911.115;13.635.859;255.093;5.023.526;3.090.704;740.123;286;3.559.099;-198.592;0;776.712;29.744;157.853;201.310;12.781.842;1.150.243;2.010.544;8.851;4.266.729;0;7.436.367;3.922.539;152.983;26.606;179.589;63.085;7.530;517.583;0;655.149;854.016;845.662;50.058;347.716;28.526;263.852;0;8.640;12.343;0;-329.949;-7.262;-21.132;0;0;-93.402;209.332;71.692;31.601;-121.528;-100.744;-24.991;4.179;19.528;-24.285;64.784;7.631;72.415;-15.881;-6.476;50.058;3.627;136;201306;14,4;23,3;;
31859;B-I;SOCIETE GENERALE;C;3;;201306;SAO PAULO;SP;13.482.551;13.482.551;13.310;2.395.289;1.773.171;5.644;1;2.362.848;-279.328;35.169;6.536.754;64.310;541.906;68.647;12.532.268;4.449;0;8.856;830.886;0;844.192;162.881;101.263;0;101.263;1.719;1.650;3.360.662;1.231.244;6.828.658;950.283;966.562;-75.555;390.711;131.936;129.872;141.209;30.825;0;0;-57.980;-224.598;-108.077;0;0;-137.677;296.221;12.578;12.738;-70.744;-146.858;-12.505;-15.162;68.729;-192.821;-47.824;906;-46.918;-28.638;0;-75.555;436;3;201306;18,3;7,1;;
31976;B-I;BRB;C;1;;201306;BRASILIA;DF;10.467.363;10.780.749;127.571;902.453;1.160.615;522.533;22.762;7.133.111;-292.645;5.101;995.313;18.861;0;190.176;9.807.868;776.460;1.370.561;113.969;5.401.229;3.551;7.665.771;441.080;175.824;111;175.935;53.330;117;94.696;0;1.376.941;972.881;973.127;113.053;844.546;0;60.115;0;1.841;9.503;0;-227.890;-1.226;0;0;0;-104.406;582.483;15.358;64.479;-288.965;-155.033;-42.942;15.651;46.403;-72.884;164.550;-11.682;152.868;-22.525;-17.289;113.053;4.812;69;201306;14,5;15,1;;
4902979;B-I;BCO DA AMAZONIA S.A.;I;1;2;201305;BELEM;PA;10.778.328;10.778.328;47.423;1.347.994;5.690.398;349.293;198;2.295.586;-73.816;95.672;901.469;2.063;0;217.719;8.744.290;554.131;513.116;1.516;892.759;858.174;2.819.696;0;0;0;0;29.416;1.016;524.544;0;5.369.618;2.034.038;1.984.400;10.338;106.047;0;217.203;0;0;-74;0;-57.229;-117.392;0;-3.021;0;-36.792;108.742;182.932;35.411;-171.694;-100.968;-26.950;0;179.469;-126.973;79.969;1.501;81.470;-71.133;0;10.338;0;0;201306;11,7;8,7;;
50304;B-I;PINE;C;2;;201306;SAO PAULO;SP;10.451.158;10.498.071;119.988;668.724;3.048.925;794;0;4.582.309;-193.533;83;1.922.665;186.754;0;161.445;9.239.529;18.839;0;110.159;3.253.217;0;3.382.215;1.245.310;638.144;591.950;1.230.094;274;16.553;2.018.151;273.832;1.073.101;1.258.542;1.273.506;84.216;235.620;0;126.218;102.904;84.007;0;0;-289.765;-91.939;0;0;0;-42.407;124.638;44.061;1.210;-42.732;-44.380;-5.895;12.497;16.970;-3.972;102.397;5.026;107.423;-8.198;-15.007;84.216;354;12;201306;17;11;;
51255;B-I;MERRILL LYNCH;C;3;;201306;SAO PAULO;SP;10.465.835;10.465.835;10.727;1.153.711;5.710.916;12.553;0;189.980;-23.601;0;3.361.862;109;0;49.578;9.148.649;60.976;0;970;2.008.049;0;2.069.995;230.454;0;0;0;511;327;157.524;2.607.294;4.082.543;1.317.187;1.316.066;44.782;6.086;0;279.356;-132.680;113.553;0;0;-80.257;-79.092;0;0;0;-5.868;101.098;225.513;741;-159.644;-54.493;-20.773;0;83.324;-101.787;73.979;-4;73.975;-29.193;0;44.782;496;1;201306;17,1;3,5;;
49951;B-I;FIBRA;C;2;;201306;SAO PAULO;SP;10.425.021;10.425.021;90.411;479.798;1.430.469;44.808;1.606;6.681.609;-320.322;124.888;1.516.780;239.224;0;260.637;9.452.886;119.755;0;301.997;4.118.732;0;4.540.484;830.128;1.164.158;1.140.859;2.305.017;2.090;36.698;796.081;55.704;886.682;972.135;906.479;-71.374;745.095;0;63.267;-3.417;50.110;0;0;-406.395;-57.464;-5;0;-7.762;-163.317;220.112;20.371;1.667;-98.886;-256.263;-21.804;29.300;40.441;-60.686;-125.748;-3.267;-129.015;73.899;-16.259;-71.374;737;19;201306;13,8;13,9;;
51413;B-I;MORGAN STANLEY;C;3;;201306;SAO PAULO;SP;8.547.804;9.982.505;7.705;4.638.441;3.752.189;256;0;0;0;0;1.565.436;306;0;18.172;8.279.362;0;0;0;3.563.717;0;3.563.717;1.741.694;0;0;0;0;0;0;1.324.639;1.649.312;1.703.143;1.697.114;80.780;244;0;232.474;34.768;39.739;0;0;-134.087;0;0;0;0;0;173.138;97.374;100;-97.203;-29.073;-19.864;8.981;1.860;-8.824;126.489;0;126.489;-45.709;0;80.780;169;2;201306;19,8;0,8;;
51705;B-I;BARCLAYS;C;3;;201306;SAO PAULO;SP;7.788.874;8.136.977;44.945;2.047.518;1.730.584;508;0;150.696;-4.521;0;4.107.769;515;0;58.962;7.404.337;86;0;29.148;476.002;0;505.236;2.254.563;0;118.826;118.826;0;0;0;399.003;4.126.708;732.640;732.648;1.813;12.360;0;278.152;11.528;0;0;0;-186.776;-1.472;0;-32.753;0;2.999;84.038;50.444;0;-46.167;-22.085;-4.472;1.038;7.841;-22.118;48.519;47;48.566;-37.984;-8.768;1.813;178;1;201306;29,6;8;;
60498557;B-I;BCO TOKYO-MITSUBISHI BM S.A.;I;3;;201306;SAO PAULO;SP;7.511.186;7.763.761;36.399;2.342.765;1.253.738;66.349;0;760.017;-8.958;0;3.264.121;2.520;0;46.808;6.652.083;216.743;0;0;1.716.753;0;1.933.496;252.575;0;0;0;3.704;72.118;1.240.272;165.407;2.984.512;1.111.678;1.115.030;19.294;53.111;0;115.012;62.726;38.760;0;0;-62.308;-145.049;0;0;0;-1.309;60.943;1.712;337;-40.182;-22.500;-3.699;0;53.303;-18.116;31.798;2;31.800;-12.504;0;19.294;253;2;201306;52,8;3,3;;
