50 Maiores Bancos e o Consolidado do Sistema Financeiro Nacional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arquivo Completo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data-base: Junho/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Balancetes processados até:02/09/2014
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CI;TCB;Instituições;TD;TC;Obs;Data;Cidade;UF;Ativo Total (-);Ativo;Disponibilidades;Aplicações;TVM e Instrumentos;Relações;Relações;Oper, Créd, e Arrend, Mercantil;;Coobrigações em;Outros;Outros;Imobilizado de;Permanente;Passivo;Depósitos;Depósitos;Depósitos;Depósitos;Depósitos;Depósitos;Captações no;Recursos de Aceites e Emissão de Títulos;Recursos de Aceites e Emissão de Títulos;Recursos de Aceites e Emissão de Títulos;Relações;Relações;Obrigações por;Instrumentos Financeiros;Outras Obrigações e;Patrimônio;PR nível 1;Lucro;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Resultado;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Resultado;Resultado não;Resultado antes;IR e;Particip,;Lucro;Nº de;Nº de;Data DLO;Índice de;Índice de ; ;
51011;B-I;VOTORANTIM;C;2;;201406;SAO PAULO;SP;93.595.781;97.325.670;118.713;6.558.537;29.842.061;108.581;1.376;51.054.155;-3.501.807;15.406.994;10.282.313;847.543;1.609.564;404.633;89.739.094;164.981;0;2.024.963;3.688.338;0;5.878.282;25.830.624;12.801.692;10.658.921;23.460.613;2.416;43.365;5.660.151;1.266.482;27.597.161;7.586.576;7.256.196;292.437;5.915.972;806.376;1.986.533;-343.360;0;278;6.397;-3.049.136;-113.088;-791.167;-8.294;-1.186.455;-1.531.539;1.692.517;214.485;265.561;-636.270;-561.252;-194.963;75.201;655.366;-1.184.041;326.604;141.755;468.359;-67.242;-108.681;292.437;954;14;201406;15,1;3,4;;
30173;B-I;BANRISUL;C;1;;201406;PORTO ALEGRE;RS;56.926.803;56.926.803;1.082.743;311.436;17.685.223;7.587.200;75.715;27.015.791;-1.533.258;10.992;3.572.453;311.301;137.083;681.114;51.654.369;3.280.764;7.376.313;423.611;21.027.094;4.812;32.112.594;5.517.530;1.894.556;835.300;2.729.856;520.802;406.781;3.544.407;94.667;6.727.733;5.272.433;5.241.960;227.884;2.417.532;22.182;862.722;-51.165;0;304.386;18.191;-1.654.997;-126.925;-16.430;-22.845;-4.776;-98.790;1.649.085;67.462;307.800;-771.753;-533.337;-123.035;55.826;377.918;-796.321;233.645;10.551;244.196;22.420;-38.733;227.884;11.071;521;201406;16,5;10,1;;
30403;B-I;CITIBANK;C;3;;201406;SAO PAULO;SP;52.280.372;53.366.415;464.816;6.448.033;15.735.859;3.440.862;63;11.699.816;-792.656;0;15.382.183;25.335;173.706;788.397;46.277.391;5.268.464;1.229.687;19.646;7.120.636;75.201;13.713.635;5.733.369;471.814;1.045.758;1.517.572;273.775;1.056.658;4.329.438;2.051.114;17.601.829;7.089.024;6.984.735;107.412;998.593;51.820;824.904;183.378;0;27.279;0;-808.845;-72.307;-41.616;-19.583;-2.442;-349.538;791.643;424.886;127.813;-609.596;-534.824;-132.598;19.003;434.883;-318.172;203.038;-6.983;196.055;-58.995;-29.649;107.412;6.184;127;201406;15,2;10,4;;
7237373;B-I;BCO DO NORDESTE DO BRASIL S.A.;I;1;;201406;FORTALEZA;CE;36.147.807;36.407.176;127.539;9.612.609;12.508.467;615.275;135;11.258.783;-804.700;22.617;2.836.373;25.387;0;227.308;33.192.954;265.690;1.752.016;1.137.751;6.682.189;949.777;10.787.423;1.382.103;0;1.421.502;1.421.502;79.348;2.463;3.021.456;96;16.498.562;3.214.222;3.181.608;326.012;787.754;0;1.023.057;-111.960;30.929;23.736;2.255;-525.378;-455.839;0;0;0;-204.055;570.499;924.060;14.406;-761.467;-424.450;-121.955;0;821.527;-518.655;503.965;841;504.806;-129.963;-48.830;326.012;11.087;273;201406;16,4;3,8;;
20107;B-I;JP MORGAN CHASE;C;3;;201406;SAO PAULO;SP;26.031.198;28.039.962;280.467;8.290.146;10.855.021;85.763;3;847.456;-26.345;0;7.537.260;3.642;0;166.548;24.325.738;242.788;0;0;1.604.106;0;1.846.894;1.971.465;0;0;0;1.893;12.491;8.189.820;3.269.892;9.033.283;3.714.224;3.537.917;141.531;40.707;0;810.488;-112.342;0;0;0;-257.327;-30.744;0;-165.216;0;5.178;290.744;204.416;176;-276.653;-87.146;-66.931;0;581.210;-444.887;200.929;42.510;243.439;-93.772;-8.137;141.531;793;6;201406;20,3;3;;
51183;B-I;DEUTSCHE;C;3;;201406;SAO PAULO;SP;27.163.460;27.550.782;228.793;3.146.539;3.531.603;129.850;0;1.571.007;-6.206;0;18.907.675;5.959;0;35.562;25.918.111;488.377;0;161.245;1.903.031;0;2.552.654;1.931.153;0;0;0;2.158;120.969;1.881.723;1.375.994;18.053.461;1.632.671;1.632.671;9.926;47.160;0;278.967;-32.934;43.100;0;0;-210.998;-19.108;0;0;0;-1.673;104.514;116.235;370;-118.774;-57.846;-13.934;0;47.639;-52.529;25.675;-44;25.631;-15.705;0;9.926;237;1;201406;16,3;2,2;;
30771;B-I;CREDIT SUISSE;C;3;;201406;SAO PAULO;SP;26.505.067;26.917.656;604.339;10.495.555;6.800.657;8.070;0;4.161.415;-340.827;0;3.955.531;53.549;0;1.179.367;23.553.708;151.787;0;0;2.057.903;0;2.209.691;8.476.715;64.456;5.779;70.235;0;0;6.071.080;210.271;6.515.717;3.363.948;3.119.167;50.072;275.119;0;1.426.796;-777.168;45.977;0;0;-682.348;-109.973;0;0;649;-105.794;73.258;453.589;0;-307.156;-216.211;-54.804;-11.128;326.840;-137.926;126.462;289;126.751;-76.669;-9;50.072;77;2;201406;15;26,7;;
1181521;B-I;BCO COOPERATIVO SICREDI S.A.;I;2;;201406;PORTO ALEGRE;RS;18.113.090;26.308.516;31.822;10.213.529;4.207.895;728.190;136;10.743.829;-16.342;0;283.046;69;0;116.342;25.277.899;54.981;4.035.570;6.581.744;99.166;0;10.771.460;9.032.902;0;50.001;50.001;919;37.842;4.928.883;233;455.659;1.030.617;966.424;35.954;339.947;0;622.557;-1.431;2.182;23.207;0;-759.997;-39.125;0;0;0;260;187.600;15.481;21;-44.778;-110.904;-12.332;7.466;42.618;-29.176;55.996;-12;55.984;-20.030;0;35.954;301;5;201406;15,9;12;;
31323;B-I;PANAMERICANO;C;2;;201406;SAO PAULO;SP;22.650.139;22.829.623;50.048;961.346;1.270.735;53.901;0;14.753.941;-920.416;244.835;4.735.997;528.225;267.819;1.128.028;20.469.538;129.470;0;8.431.308;2.963.221;0;11.523.999;689.782;1.957.760;2.907.356;4.865.116;140.022;2.033;212.080;70.569;2.965.937;2.360.084;1.157.390;-172.444;1.523.070;98.802;80.999;-92.023;1.506;0;607;-1.451.067;-21.972;-88.488;0;387.511;-487.552;-48.607;27.531;139.452;-110.645;-682.630;-64.581;17.600;702.554;-245.291;-264.617;-27.383;-292.000;125.408;-31;-172.444;90;2;201406;11,5;49,7;;
30290;B-I;BMG;C;2;;201406;SAO PAULO;SP;22.140.430;22.140.430;37.663;576.754;2.530.104;39.369;13;14.511.520;-788.435;1.201.114;2.885.379;801.131;4.388;1.542.544;18.677.141;62.520;0;1.906.281;6.135.754;0;8.104.556;340.001;910.787;1.373.819;2.284.606;7.903;0;83.947;326.424;7.529.706;3.463.289;2.371.169;147.276;2.275.166;7.393;241.899;-246.156;366.523;0;0;-854.826;-646;-6.943;0;447.933;-407.172;1.823.171;16.548;19.033;-83.260;-1.117.882;-28.371;36.622;44.416;-251.676;458.601;21.197;479.798;-8.870;-31.290;147.276;721;20;201406;15,6;37,7;;
51750;B-I;BANCOOB;C;2;;201406;BRASILIA;DF;20.366.669;21.720.124;3.214;5.892.486;6.291.923;1.331.844;0;7.306.916;-37.497;0;836.444;22.844;0;71.950;21.056.456;23.385;2.236.982;13.713.887;74.658;0;16.048.911;1.626.596;0;4.876;4.876;975.490;19.116;1.510.587;0;870.880;663.669;663.408;43.086;271.486;0;572.785;0;0;12.583;0;-689.819;-21.108;0;0;0;-6.978;138.949;116.576;36;-33.917;-86.822;-24.886;992;19.658;-79.163;51.423;20.975;72.398;-27.407;-1.906;43.086;403;3;201406;13;10,8;;
51516;B-I;BNP PARIBAS;C;3;;201406;SAO PAULO;SP;20.522.677;21.676.699;8.769;2.469.280;4.989.650;68.180;0;5.755.139;-301.012;0;7.950.685;433.133;212.757;90.117;18.897.431;152.919;0;314.873;3.847.919;72.676;4.388.387;2.634.998;1.951.573;0;1.951.573;768;36.599;1.978.772;1.173.939;6.732.396;2.779.268;2.734.629;58.482;730.549;72.766;172.751;-42.404;4.144;0;0;-447.290;-14.207;-58.094;0;55.920;-144.193;329.942;118.336;33.346;-146.385;-355.839;-44.025;4.509;306.477;-151.677;94.684;-633;94.051;-23.386;-12.183;58.482;318;10;201406;14,6;3;;
41856;B-I;ABC-BRASIL;C;3;;201406;SAO PAULO;SP;18.134.785;18.234.797;54.253;2.200.279;3.859.057;36.945;0;9.367.240;-167.077;0;2.750.982;34.668;0;98.449;16.203.397;42.738;0;354.071;4.099.868;0;4.496.676;126.491;2.231.432;2.043.543;4.274.975;2.107;18.643;4.416.782;168.226;2.699.497;2.031.400;2.030.862;150.474;467.044;0;293.853;-156.185;65.079;0;14.695;-404.092;-53.539;0;0;0;-42.027;184.828;76.549;6.281;-73.069;-40.284;-22.681;-29.968;180.222;-24.321;257.557;-2.291;255.266;-61.353;-43.438;150.474;411;5;201406;14;3,7;;
62232889;B-I;BCO DAYCOVAL S.A;I;2;;201406;SAO PAULO;SP;15.292.112;16.085.653;189.303;1.995.710;1.317.924;176.007;0;9.066.560;-434.418;7.637;3.130.816;403.344;0;240.407;13.583.065;280.724;0;261.891;3.296.558;6.220;3.845.392;899.178;2.688.356;3.046.423;5.734.779;17.268;16.978;1.542.757;49.683;1.477.030;2.502.588;2.502.588;132.629;1.042.286;0;175.719;-252.220;30.515;0;0;-486.876;-27.286;0;0;0;-251.929;230.209;13.275;27.147;-87.875;-224.167;-42.427;2.791;383.616;-84.401;218.168;-5.513;212.655;-61.715;-18.313;132.629;746;39;201406;16;8,6;;
32119;B-I;BIC;C;2;;201406;SAO PAULO;SP;15.102.347;15.102.347;301.505;1.016.735;1.862.052;125.005;0;8.744.104;-546.650;0;2.462.998;495.943;432.449;208.205;13.280.959;224.511;14.169;300.368;6.843.276;0;7.382.324;90.997;168.626;1.426.179;1.594.805;7.755;66.155;2.142.396;1.380;1.995.147;1.821.388;1.790.074;-143.191;760.835;81.789;136.762;-152.605;0;129;1.060;-502.568;-41.719;-59.047;-23.348;-9.413;-307.534;-115.659;34.157;13.706;-109.693;-94.728;-28.926;-564;229.469;-131.457;-203.695;-20.103;-223.798;88.471;-7.867;-143.191;860;34;201406;16,8;5,5;;
30159;B-I;BANESTES;C;1;;201406;VITORIA;ES;12.538.023;14.809.735;288.610;3.828.156;4.894.121;886.513;32;3.874.512;-242.203;0;910.332;27.448;138.060;204.154;13.793.692;1.263.357;2.390.574;190.979;4.375.586;0;8.220.495;3.910.195;168.076;128.601;296.677;120.480;22.797;594.808;0;628.239;1.016.043;1.013.201;67.780;384.156;23.713;411.113;0;8.991;17.419;6.633;-494.669;-5.815;-17.606;0;0;-84.746;249.189;83.631;35.988;-130.003;-100.177;-28.765;8.984;22.713;-46.505;95.055;1.216;96.271;-19.931;-8.558;67.780;3.596;133;201406;15,2;20;;
1023570;B-I;BCO RABOBANK INTL BRASIL S.A.;I;3;;201406;SAO PAULO;SP;13.979.011;14.310.383;126.635;2.242.585;1.816.998;8.803;0;7.268.082;-150.148;0;2.962.606;582;0;34.240;13.061.522;15.101;0;123.848;126.038;0;264.987;331.665;0;2.457.415;2.457.415;0;53.897;7.950.541;43.875;1.959.143;1.248.861;1.248.239;71.175;103.189;0;203.750;20.535;0;0;0;-117.752;-21.337;0;-180.408;0;-50.246;-42.269;27.109;3.862;-67.710;-35.768;-14.890;-1.453;349.229;-89.511;128.599;-148;128.451;-48.303;-8.974;71.175;291;17;201406;14,8;1,8;;
51293;B-I;ALFA;C;2;;201406;SAO PAULO;SP;13.397.938;13.397.938;8.283;235.583;4.673.331;76.705;0;7.094.528;-124.457;755;773.815;27.758;365.870;266.521;11.340.596;24.216;0;278.895;81.849;0;384.961;2.005.000;5.592.015;1.451.567;7.043.582;5.000;7.545;1.317.608;100.311;476.589;2.057.341;2.028.905;56.896;499.375;104.730;265.857;-37.794;3.944;0;0;-487.583;-34.450;-84.749;0;-5.221;-12.782;211.327;13.100;19.941;-82.787;-53.315;-13.831;8.430;48.079;-82.172;68.772;15;68.787;-7.741;-4.149;56.896;1.282;9;201406;19,5;11,4;;
20152;B-I;MERCANTIL DO BRASIL;C;2;;201406;BELO HORIZONTE;MG;12.235.158;13.176.590;201.267;2.663.558;611.992;334.145;3.939;8.363.059;-676.565;1.685.712;1.018.867;397.049;978;258.302;12.376.789;595.131;296.300;96.845;7.121.214;0;8.109.491;941.432;246.697;193.054;439.751;82.853;10.754;68.433;16.133;2.707.943;799.800;781.353;-92.622;1.194.774;778;151.127;-33.626;0;7.290;0;-503.995;-770;-692;-1.190;-52.329;-408.434;352.933;26.377;37.457;-184.539;-261.483;-9.027;2.179;58.757;-140.064;-117.410;-31.167;-148.577;65.719;-1.310;-92.622;3.629;189;201406;12,3;20,8;;
51413;B-I;MORGAN STANLEY;C;3;;201406;SAO PAULO;SP;9.093.526;12.163.343;4.031;7.218.601;3.346.561;456;0;0;0;0;1.574.529;348;0;18.817;10.217.011;0;0;0;3.878.109;0;3.878.109;2.341.518;0;0;0;0;0;1.321.140;1.111.295;1.564.949;1.946.333;1.906.623;102.393;0;0;330.230;-47.314;110.207;0;0;-191.313;0;0;0;0;0;201.810;118.766;0;-104.604;-29.953;-19.005;-5.967;16.056;-22.518;154.585;0;154.585;-52.192;0;102.393;169;1;201406;26,2;1;;
31976;B-I;BRB;C;1;;201406;BRASILIA;DF;11.560.930;11.944.785;181.438;726.777;903.607;603.488;14.138;8.533.103;-377.895;4.663;1.072.347;31.552;0;256.229;10.818.182;773.274;1.602.438;158.330;5.842.747;7.026;8.383.815;383.854;232.603;106.446;339.049;108.221;136;246.341;0;1.356.766;1.126.603;1.119.361;82.644;963.488;0;95.651;0;3.293;12.009;0;-378.848;-1.983;0;0;0;-147.294;546.316;18.540;68.721;-311.719;-178.815;-43.071;28.350;44.784;-58.179;114.927;608;115.535;-19.016;-13.875;82.644;3.302;114;201406;13,2;18,7;;
4902979;B-I;BCO DA AMAZONIA S.A.;I;1;;201406;BELEM;PA;11.847.033;11.847.033;48.349;1.615.563;5.815.402;395.331;1.366;2.691.922;-77.917;112.144;1.122.473;1.056;0;233.488;10.170.790;808.814;579.749;86.022;1.346.454;896.137;3.717.175;45.000;0;0;0;44.612;7.031;568.317;0;5.788.655;1.676.243;1.609.259;60.112;165.852;0;355.279;0;1.895;522;0;-116.871;-173.511;0;0;0;-25.384;207.782;242.276;55.040;-212.876;-120.139;-38.404;0;244.989;-257.504;121.164;2.221;123.385;-63.274;0;60.112;4.100;123;201406;12,7;14,5;;
50304;B-I;PINE;C;2;;201406;SAO PAULO;SP;10.655.904;10.655.904;92.869;1.145.279;2.251.875;645;0;5.727.827;-143.855;0;1.421.670;128.227;0;31.366;9.385.975;41.242;0;79.729;3.016.084;0;3.137.054;502.376;452.477;1.174.270;1.626.747;203;22.525;2.866.005;248.305;982.760;1.269.928;1.255.861;70.468;357.728;0;184.994;22.080;0;0;0;-302.242;-40.213;0;-19.151;-38.588;-33.539;131.069;41.492;828;-44.727;-45.005;-5.146;1.185;29.253;-4.288;104.661;11.307;115.968;-22.934;-22.566;70.468;508;11;201406;13,7;2,2;;
31859;B-I;SOCIETE GENERALE;C;3;;201406;SAO PAULO;SP;10.038.034;10.038.034;2.350;85.446;2.210.053;7.946;0;2.046.175;-182.494;13.104;5.125.671;52.805;640.243;49.838;9.008.692;14.269;0;0;278.572;0;292.841;96.791;0;0;0;661;2.853;3.360.769;395.356;4.859.422;1.029.341;1.018.786;18.632;327.149;137.458;145.134;-354.319;21.335;0;0;-30.914;-22.577;-116.454;0;0;-67.473;39.339;9.431;8.463;-62.510;-158.128;-15.604;-1.653;268.815;-57.645;30.508;964;31.472;-12.838;0;18.632;442;3;201406;18;4,4;;
51705;B-I;BARCLAYS;C;3;;201406;SAO PAULO;SP;7.849.083;8.358.390;15.715;1.755.038;895.609;3.516;0;0;0;0;5.648.074;677;0;39.762;7.788.127;25;0;8.980;679.109;0;688.114;1.118.892;0;118.826;118.826;0;0;0;245.011;5.617.283;570.263;565.913;32.468;1.037;0;225.928;13.697;0;0;0;-168.535;-199;0;-6.089;0;255;66.094;78.809;0;-54.070;-20.650;-6.778;132;14.924;-18.021;60.440;-96;60.344;-27.822;-53;32.468;139;1;201406;28,7;7;;
