50 Maiores Bancos e o Consolidado do Sistema Financeiro Nacional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arquivo Completo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data-base: Março/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Balancetes processados até:02/06/2014
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CI;TCB;Instituições;TD;TC;Obs;Data;Cidade;UF;Ativo Total (-);Ativo;Disponibilidades;Aplicações;TVM e Instrumentos;Relações;Relações;Oper, Créd, e Arrend, Mercantil;;Coobrigações em;Outros;Outros;Imobilizado de;Permanente;Passivo;Depósitos;Depósitos;Depósitos;Depósitos;Depósitos;Depósitos;Captações no;Recursos de Aceites e Emissão de Títulos;Recursos de Aceites e Emissão de Títulos;Recursos de Aceites e Emissão de Títulos;Relações;Relações;Obrigações por;Instrumentos Financeiros;Outras Obrigações e;Patrimônio;PR nível 1;Lucro;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Resultado;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Resultado;Resultado não;Resultado antes;IR e;Particip,;Lucro;Nº de;Nº de;Data DLO;Índice de;Índice de ; ;
51011;B-I;VOTORANTIM;C;2;;201403;SAO PAULO;SP;101.705.409;105.889.119;90.410;12.015.270;28.951.330;169.206;1.376;51.320.555;-3.642.624;16.660.026;13.725.830;895.402;1.995.807;366.556;98.550.084;176.439;0;2.472.238;4.268.231;0;6.916.908;29.350.097;13.152.879;10.303.692;23.456.571;2.342;38.604;6.125.850;1.390.425;31.269.287;7.339.035;7.028.966;152.256;2.741.552;415.722;941.319;31.805;0;278;4.469;-1.544.236;-59.259;-406.264;-10.509;-573.589;-760.672;780.616;105.119;139.019;-325.895;-301.145;-97.320;41.238;403.130;-628.494;116.268;142.233;258.501;-60.360;-45.885;152.256;1.793;15;201403;14,5;3,2;;
30403;B-I;CITIBANK;C;3;;201403;SAO PAULO;SP;57.575.253;58.495.265;823.042;10.025.459;15.652.884;3.916.842;50;11.143.551;-749.665;0;16.747.628;31.600;149.764;754.109;51.530.258;5.426.430;1.301.050;44.146;7.813.506;163.823;14.748.956;7.252.710;448.811;958.400;1.407.211;328.798;1.228.329;4.834.939;3.061.993;18.667.323;6.965.007;6.891.575;20.523;483.288;26.236;371.494;83.803;0;12.592;0;-411.894;-59.218;-21.303;-31.009;-2.435;-165.649;285.905;216.377;61.381;-311.077;-262.971;-57.334;8.374;284.948;-174.476;51.127;-5.766;45.361;-7.268;-17.570;20.523;5.759;127;201403;14,5;10,3;;
30173;B-I;BANRISUL;C;1;;201403;PORTO ALEGRE;RS;57.268.829;57.268.829;728.368;971.502;18.765.399;7.249.300;106.414;26.141.358;-1.510.401;12.216;3.717.944;309.031;138.502;651.412;52.108.637;2.799.224;7.211.775;386.061;20.528.336;4.836;30.930.233;7.266.753;1.814.004;918.886;2.732.890;486.484;357.590;3.546.130;31.209;6.757.348;5.160.192;5.111.592;77.769;1.161.119;10.940;427.333;8.958;0;142.418;10.524;-806.586;-59.696;-8.216;-13.344;-2.469;-79.619;791.362;32.662;151.481;-405.971;-266.174;-60.874;27.219;161.078;-336.455;94.328;-2.112;92.216;8.389;-22.837;77.769;12.175;514;201403;16,8;9,7;;
7237373;B-I;BCO DO NORDESTE DO BRASIL S.A.;I;1;;201403;FORTALEZA;CE;34.821.967;34.952.721;117.667;8.470.672;12.208.221;496.281;0;11.275.508;-875.234;22.376;2.997.949;27.708;0;233.948;31.918.835;239.224;1.717.876;1.098.313;6.499.552;1.021.190;10.576.155;1.152.727;0;1.453.610;1.453.610;65.068;10.255;3.269.417;1.009;15.390.595;3.033.885;2.990.920;146.528;479.035;0;504.669;-58.722;17.067;5.950;1.207;-274.258;-211.685;0;0;0;-115.303;347.960;444.121;6.266;-427.614;-205.871;-61.685;0;427.622;-299.707;231.092;111;231.203;-77.349;-7.326;146.528;10.098;259;201403;15,7;3,9;;
51183;B-I;DEUTSCHE;C;3;;201403;SAO PAULO;SP;34.267.764;34.733.071;263.119;3.677.605;3.596.112;127.519;0;1.617.738;-11.374;0;25.419.282;6.385;0;36.685;33.093.015;276.856;0;129.151;1.856.165;0;2.262.172;1.967.010;0;0;0;1.817;73.814;2.769.226;1.489.622;24.529.355;1.640.056;1.640.056;17.310;27.187;0;136.684;-36.209;36.467;0;0;-98.088;-14.572;0;0;0;3.657;55.126;71.651;131;-64.160;-28.180;-6.636;0;22.937;-18.164;32.705;-27;32.678;-15.366;0;17.310;358;1;201403;16,7;2,2;;
20107;B-I;JP MORGAN CHASE;C;3;;201403;SAO PAULO;SP;27.787.656;31.676.870;150.397;12.846.312;8.488.784;50.167;0;797.973;-30.749;0;9.203.257;4.854;0;165.875;28.049.633;146.547;0;0;2.043.510;0;2.190.056;4.230.049;0;0;0;1.102;14.188;8.311.344;3.122.496;10.180.397;3.627.237;3.479.438;56.453;22.286;0;438.319;-108.261;0;0;0;-140.574;-8.355;0;-62.152;0;724;141.987;89.919;92;-140.953;-39.623;-29.689;0;317.517;-281.740;57.510;42.514;100.024;-39.519;-4.052;56.453;732;6;201403;18,7;3,2;;
30771;B-I;CREDIT SUISSE;C;3;;201403;SAO PAULO;SP;28.607.008;29.333.342;843.265;11.842.515;6.375.348;8.070;0;4.019.768;-313.165;0;5.284.137;59.185;0;1.214.219;26.015.686;56.191;0;0;2.223.377;0;2.279.568;9.452.339;63.486;287;63.773;0;0;5.909.487;246.610;8.063.908;3.317.656;3.084.513;-2.314;142.725;0;699.998;-444.760;25.207;0;0;-300.359;-35.141;0;0;0;-61.111;26.559;231.511;0;-212.986;-106.544;-25.780;-16.785;213.274;-91.009;18.240;0;18.240;-20.545;-9;-2.314;36;2;201403;14,1;27,8;;
30290;B-I;BMG;C;2;;201403;SAO PAULO;SP;24.579.249;24.579.249;81.097;666.236;2.384.248;66.866;33;16.943.357;-801.361;8.004.511;2.730.916;956.771;7.319;1.543.768;21.151.122;107.107;0;94.323;6.465.953;0;6.667.383;579.996;749.542;1.372.885;2.122.427;7.185;0;88.324;231.717;11.454.091;3.428.127;2.363.448;36.509;1.272.586;4.169;124.891;-132.198;280.473;0;0;-503.237;-307;-3.960;0;102.253;-196.971;947.699;8.007;7.936;-48.986;-556.438;-15.274;3.914;27.557;-116.163;258.252;491;258.743;-27.422;-6.290;36.509;654;19;201403;13,3;38,2;;
1181521;B-I;BCO COOPERATIVO SICREDI S.A.;I;2;;201403;PORTO ALEGRE;RS;16.977.130;24.067.866;22.221;8.249.687;3.278.508;691.472;1.600;11.432.616;-16.517;0;296.589;80;0;111.611;23.240.827;48.556;3.852.784;6.398.066;96.878;0;10.396.285;7.686.265;0;56.388;56.388;671;34.596;4.644.847;414;421.363;827.040;945.030;16.881;174.230;0;282.605;-435;1.276;11.330;0;-354.701;-20.261;0;0;0;-165;93.879;7.294;9;-22.387;-56.011;-6.178;3.758;25.426;-19.486;26.304;0;26.304;-9.422;0;16.881;363;5;201403;15,5;7,5;;
51516;B-I;BNP PARIBAS;C;3;;201403;SAO PAULO;SP;20.884.894;22.442.202;42.256;2.225.637;4.916.430;339.705;0;6.584.213;-263.434;0;7.858.772;400.966;250.019;87.637;19.734.510;635.110;0;222.018;3.866.198;75.588;4.798.914;2.658.281;1.784.849;0;1.784.849;8.242;43.728;2.364.373;1.449.300;6.626.823;2.707.692;2.656.901;-13.638;330.248;35.450;100.813;-48.510;18.848;0;0;-217.397;-17.830;-27.498;0;0;-52.185;121.939;48.582;14.283;-73.337;-179.901;-20.388;2.757;147.294;-81.952;-20.723;-598;-21.321;15.201;-7.517;-13.638;659;10;201403;14,2;3;;
31323;B-I;PANAMERICANO;C;2;;201403;SAO PAULO;SP;21.787.455;22.284.454;44.513;707.964;1.073.117;55.854;0;14.775.776;-925.557;369.904;4.549.035;555.229;329.477;1.119.046;19.842.183;171.486;0;7.189.341;2.715.605;0;10.076.431;838.459;2.427.803;2.974.002;5.401.805;144.149;16.823;214.611;44.280;3.105.625;2.442.271;1.236.710;-89.031;710.449;52.898;43.765;-30.367;56;0;336;-738.841;-3.355;-46.869;0;162.062;-236.039;-85.905;13.386;68.282;-60.090;-307.658;-35.541;11.210;376.960;-120.374;-139.730;-14.325;-154.055;67.965;-31;-89.031;1.022;2;201403;12,1;46,9;;
51750;B-I;BANCOOB;C;2;;201403;BRASILIA;DF;19.714.776;20.804.196;11.205;6.793.927;4.830.153;1.141.181;0;7.194.272;-34.179;0;774.462;21.356;0;71.819;20.196.354;17.158;2.110.373;13.316.662;67.949;0;15.512.142;1.552.846;0;5.681;5.681;843.040;14.760;1.520.588;0;747.295;607.842;607.498;26.928;133.472;0;263.645;0;0;6.061;0;-322.582;-10.697;0;0;0;-2.027;67.872;56.666;19;-15.993;-42.426;-12.435;334;8.875;-38.322;24.590;20.708;45.298;-17.436;-935;26.928;434;3;201403;12,3;11,5;;
41856;B-I;ABC-BRASIL;C;3;;201403;SAO PAULO;SP;18.400.388;18.400.388;177.595;3.025.294;3.284.240;61.467;0;9.210.361;-170.231;0;2.676.920;38.110;0;96.632;16.414.038;33.746;0;372.993;4.242.011;0;4.648.750;280.572;2.239.291;1.848.224;4.087.515;597;10.630;4.476.834;232.534;2.676.607;1.986.350;1.948.962;72.138;226.556;0;150.123;-89.402;31.467;0;6.802;-188.573;-32.442;0;0;0;-26.417;78.114;37.701;3.255;-35.716;-20.587;-11.599;-17.257;102.342;-11.407;124.846;-341;124.505;-32.733;-19.634;72.138;561;6;201403;14,1;3,7;;
62232889;B-I;BCO DAYCOVAL S.A;I;2;;201403;SAO PAULO;SP;15.599.918;16.337.202;106.004;2.549.715;1.469.518;183.257;0;8.882.197;-445.285;9.764;2.945.198;409.895;0;236.703;13.871.145;341.925;0;311.680;3.248.132;4.077;3.905.814;850.586;2.894.463;3.018.409;5.912.872;15.462;17.758;1.718.874;23.875;1.425.904;2.466.057;2.442.776;66.587;514.776;0;86.446;-143.422;14.805;0;0;-233.549;-13.857;0;0;0;-126.686;98.513;6.810;12.444;-41.817;-106.985;-21.102;-162;204.404;-42.815;109.290;-3.237;106.053;-30.310;-9.157;66.587;1.166;37;201403;16,9;8,8;;
32119;B-I;BIC;C;2;;201403;SAO PAULO;SP;15.351.865;15.351.865;250.498;1.074.099;1.872.019;119.892;0;8.897.231;-397.211;0;2.354.626;540.878;429.093;210.741;13.396.643;313.827;14.167;326.631;6.599.379;0;7.254.004;32.999;278.699;1.516.051;1.794.750;10.474;128.969;2.168.951;1.427;2.005.070;1.955.222;1.954.070;505;375.152;43.919;68.097;-83.919;0;64;580;-246.476;-22.488;-31.581;-14.526;-5.353;-63.025;20.444;18.414;6.739;-54.109;-53.990;-14.824;-207;125.200;-48.528;-861;451;-410;917;0;505;798;33;201403;17,3;7,7;;
1023570;B-I;BCO RABOBANK INTL BRASIL S.A.;I;3;;201403;SAO PAULO;SP;14.874.169;15.157.185;12.030;2.327.254;1.651.341;7.644;0;7.455.413;-135.021;0;3.803.448;355;0;34.723;13.942.094;16.940;0;120.725;123.978;0;261.643;283.027;0;1.799.317;1.799.317;1;18.601;8.027.196;60.014;3.492.296;1.215.091;1.169.498;40.100;40.939;0;101.910;28.305;0;0;0;-53.576;-9.283;0;-110.850;0;-17.556;-20.111;10.683;1.537;-34.110;-16.979;-8.045;-1.914;206.558;-65.754;71.865;-153;71.712;-27.747;-3.866;40.100;593;17;201403;14,2;1,9;;
30159;B-I;BANESTES;C;1;;201403;VITORIA;ES;12.365.695;14.559.675;296.943;3.636.667;4.795.723;853.185;0;3.909.590;-222.024;0;911.034;23.807;147.843;206.905;13.570.651;1.336.809;2.326.942;148.284;4.447.055;0;8.259.090;3.719.341;163.878;103.622;267.500;105.796;15.953;616.649;0;586.322;989.024;985.968;30.623;184.289;11.490;196.849;0;4.447;8.502;3.225;-239.199;-2.992;-8.302;0;0;-33.154;125.155;39.489;17.769;-63.536;-50.695;-13.620;3.777;14.087;-22.692;49.734;278;50.012;-15.538;-3.851;30.623;3.546;133;201403;14,8;20,8;;
51293;B-I;ALFA;C;2;;201403;SAO PAULO;SP;13.654.254;13.654.254;12.984;132.455;5.180.827;101.785;0;6.943.683;-128.358;897;810.193;29.812;307.406;263.465;11.612.303;21.230;0;270.920;91.816;0;383.965;2.010.999;5.829.575;1.318.183;7.147.758;5.194;3.312;1.392.130;98.630;570.315;2.041.951;2.012.258;21.654;230.754;51.354;120.074;9.186;2.585;0;0;-238.094;-20.964;-41.777;0;-2.638;-6.916;103.564;6.368;9.332;-42.670;-27.224;-6.685;3.395;29.293;-42.924;32.449;370;32.819;-8.951;-2.213;21.654;20;9;201403;19,9;11,3;;
20152;B-I;MERCANTIL DO BRASIL;C;2;;201403;BELO HORIZONTE;MG;12.423.142;13.527.238;187.801;2.699.014;599.244;315.754;13.706;8.691.221;-649.937;1.660.137;1.024.354;383.410;1.318;261.355;12.673.361;575.241;289.210;98.521;7.374.308;0;8.337.280;1.104.096;240.191;227.518;467.709;74.521;7.517;73.018;5.305;2.603.914;853.878;832.832;-39.494;587.195;517;74.548;-15.471;0;3.688;0;-250.005;-389;-460;-1.019;-25.730;-200.617;172.257;13.008;18.013;-94.109;-131.762;-4.602;1.423;33.814;-67.356;-59.314;-4.566;-63.880;30.108;-1.282;-39.494;3.935;187;201403;12,4;20,1;;
31859;B-I;SOCIETE GENERALE;C;3;;201403;SAO PAULO;SP;12.425.740;12.439.742;2.038;1.039.886;2.436.468;7.764;1;2.098.909;-195.433;17.368;6.370.774;59.090;569.734;50.510;11.400.272;1.845;0;0;442.716;0;444.561;67.980;0;0;0;736;2.812;3.738.483;762.331;6.383.369;1.039.470;1.028.258;24.618;163.177;71.503;81.032;-205.663;28.025;0;0;-19.222;-11.846;-61.533;0;0;-38.604;6.869;4.167;4.406;-34.652;-72.905;-7.697;-110;146.201;-17.333;28.946;734;29.680;-5.061;0;24.618;423;3;201403;18,3;4,4;;
31976;B-I;BRB;C;1;;201403;BRASILIA;DF;11.085.669;11.485.564;158.315;464.553;881.217;702.204;7.985;8.232.279;-356.432;4.640;1.128.836;29.072;0;237.536;10.383.630;943.891;1.576.707;84.680;5.386.038;3.759;7.995.076;470.953;191.146;25.907;217.053;92.805;252;229.419;0;1.378.072;1.101.934;1.092.876;37.683;470.092;0;46.266;0;2.297;6.502;0;-178.743;-1.155;0;0;0;-71.312;273.947;10.106;33.375;-156.855;-88.147;-20.781;15.121;22.350;-34.116;55.000;-2.550;52.450;-8.420;-6.349;37.683;4.667;110;201403;13;18,5;;
4902979;B-I;BCO DA AMAZONIA S.A.;I;1;;201403;BELEM;PA;11.482.240;11.482.240;54.493;1.540.458;5.688.656;344.455;1.065;2.597.012;-77.753;106.622;1.093.352;1.886;0;238.618;9.854.054;653.803;564.592;18.651;1.283.239;872.894;3.393.178;44.996;0;0;0;36.454;4.896;574.396;0;5.800.135;1.628.186;1.558.393;9.313;83.255;0;182.188;0;146;291;0;-52.226;-88.458;0;0;0;-14.075;111.121;126.956;29.600;-101.848;-57.006;-20.217;0;123.791;-144.062;68.335;680;69.015;-59.701;0;9.313;4.017;123;201403;12,7;15,3;;
50304;B-I;PINE;C;2;;201403;SAO PAULO;SP;10.980.539;11.090.861;53.567;1.345.868;2.328.465;4.683;0;5.864.807;-175.213;0;1.538.971;98.741;0;30.971;9.820.059;27.579;0;76.200;3.282.548;0;3.386.326;489.388;778.963;984.258;1.763.221;255;266;2.751.168;142.687;1.286.748;1.270.803;1.234.061;35.007;166.256;0;102.969;11.503;0;0;0;-157.614;-18.262;0;-3.817;-19.537;-19.560;61.938;20.153;298;-22.929;-25.716;-2.968;58;24.776;-2.885;52.725;6.836;59.561;-11.711;-12.840;35.007;371;12;201403;13,7;2,2;;
51255;B-I;MERRILL LYNCH;C;3;;201403;SAO PAULO;SP;10.736.020;10.908.419;6.397;1.980.895;3.291.567;91.085;0;201.134;-19.722;0;5.320.201;785;0;36.078;9.576.201;182.796;0;96.590;1.198.772;0;1.478.159;278.564;0;0;0;4.376;1.692;0;2.674.483;5.138.927;1.332.219;1.332.219;3.228;7.301;0;105.889;-143.634;302.279;0;0;-35.071;-9.058;0;0;0;3.079;230.785;135.218;458;-123.840;-26.321;-10.477;0;6.171;-206.596;5.398;0;5.398;-2.171;0;3.228;501;1;201403;33,4;2,6;;
51705;B-I;BARCLAYS;C;3;;201403;SAO PAULO;SP;10.667.621;10.723.419;820.211;1.078.199;1.221.967;3.515;0;0;0;0;7.557.242;652;0;41.632;10.117.571;848;0;11.864;1.050.588;0;1.063.299;1.328.932;0;115.117;115.117;0;0;0;324.871;7.285.352;605.848;600.539;29.203;593;0;147.957;-10.572;4.352;0;0;-96.370;-199;0;0;0;117;45.878;47.159;0;-30.824;-10.355;-3.919;62;11.072;-11.216;47.857;-3;47.854;-18.598;-53;29.203;192;1;201403;31,2;6,9;;
