50 Maiores Bancos e o Consolidado do Sistema Financeiro Nacional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arquivo Completo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data-base: Dezembro/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Balancetes processados até:30/03/2015
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CI;TCB;Instituições;TD;TC;Obs;Data;Cidade;UF;Ativo Total (-);Ativo;Disponibilidades;Aplicações;TVM e Instrumentos;Relações;Relações;Oper, Créd, e Arrend, Mercantil;;Coobrigações em;Outros;Outros;Imobilizado de;Permanente;Passivo;Depósitos;Depósitos;Depósitos;Depósitos;Depósitos;Depósitos;Captações no;Recursos de Aceites e Emissão de Títulos;Recursos de Aceites e Emissão de Títulos;Recursos de Aceites e Emissão de Títulos;Relações;Relações;Obrigações por;Instrumentos Financeiros;Outras Obrigações e;Patrimônio;PR nível 1;Lucro;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Resultado;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Resultado;Resultado não;Resultado antes;IR e;Particip,;Lucro;Nº de;Nº de;Data DLO;Índice de;Índice de ; ;
51011;B-I;VOTORANTIM                                        ;C;2;;201412;SAO PAULO;SP;95.002.375;99.106.714;190.243;7.374.211;30.637.449;75.327;1.376;51.114.951;-3.333.696;16.397.821;10.946.506;823.622;802.406;474.320;91.552.839;149.239;0;1.229.727;2.431.582;0;3.810.548;27.985.821;13.011.497;9.902.393;22.913.890;0;36.157;6.661.777;1.674.385;28.470.260;7.553.875;7.159.444;210.010;5.941.156;871.212;1.970.326;683.468;195.984;0;7.822;-4.374.598;-234.987;-875.633;0;-1.297.570;-1.162.179;1.725.001;249.532;294.550;-683.603;-605.353;-214.652;72.641;740.709;-1.446.008;132.817;-35.568;97.249;212.160;-99.399;210.010;0;14;201412;15;4;;
30403;B-I;CITIBANK                                          ;C;3;;201412;SAO PAULO;SP;57.659.331;60.860.588;808.596;11.686.542;18.585.306;2.854.226;0;11.467.018;-882.678;0;15.279.808;14.989;182.640;864.141;54.153.851;5.582.461;1.292.277;39.134;7.259.673;105.299;14.278.844;6.744.571;729.466;1.243.814;1.973.280;0;1.102.702;7.650.744;4.201.353;18.202.357;6.706.737;6.544.522;17.268;1.268.973;56.903;981.282;197.686;413.700;25.176;0;-932.166;-748.450;-44.400;0;-7.618;-545.075;666.011;457.909;130.909;-744.896;-638.474;-155.987;12.714;399.414;-655.027;-527.427;-3.239;-530.666;564.473;-16.540;17.268;0;127;201412;14,7;12,2;;
30173;B-I;BANRISUL                                          ;C;1;;201412;PORTO ALEGRE;RS;58.933.772;58.933.772;797.517;9.315;18.650.627;6.456.321;99.202;28.678.567;-1.616.425;9.916;4.690.257;307.656;135.671;725.064;53.263.741;3.289.121;7.762.045;569.869;22.675.988;5.799;34.302.822;4.318.236;1.979.500;858.292;2.837.792;14.944;213.580;4.175.849;41.566;7.358.952;5.670.031;5.641.052;463.545;2.810.740;26.062;947.856;301.818;179.977;325.826;35.845;-1.883.465;-399.813;-19.145;0;-4.296;-170.680;2.150.725;75.541;338.711;-753.672;-595.521;-133.949;116.622;267.794;-818.552;647.699;-2.468;645.231;-129.534;-52.152;463.545;0;528;201412;17,8;10,2;;
7237373;B-I;BCO DO NORDESTE DO BRASIL S.A.                              ;I;1;;201412;FORTALEZA;CE;38.204.992;38.204.992;197.642;8.244.319;14.306.918;402.521;0;12.601.812;-865.516;22.881;3.059.864;27.674;0;229.758;34.837.183;165.168;1.956.179;1.425.715;7.453.095;925.270;11.925.427;1.756.348;0;1.685.961;1.685.961;939;9.243;3.544.954;0;15.914.312;3.367.809;3.347.410;421.338;1.030.846;0;1.220.220;215.413;126.613;12.472;0;-829.811;-864.521;0;0;0;-221.533;689.699;920.349;23.426;-757.233;-476.878;-114.704;0;823.808;-480.634;627.833;4.809;632.642;-169.462;-41.842;421.338;0;292;201412;16,1;3,8;;
20107;B-I;JP MORGAN CHASE                                   ;C;3;;201412;SAO PAULO;SP;32.513.703;36.486.230;400.110;15.890.594;11.585.564;59.906;3;937.993;-5.575;0;7.445.877;3.512;0;168.246;32.686.070;218.541;0;0;1.495.246;0;1.713.787;4.445.865;0;0;0;0;80.183;14.761.701;4.401.034;7.283.499;3.800.161;3.747.940;90.615;60.293;0;1.668.410;86.143;607.812;0;0;-278.770;-1.706.890;0;0;0;21.903;458.901;219.099;233;-356.295;-119.550;-156.750;0;419.436;-21.273;443.801;-933;442.868;-347.604;-4.648;90.615;0;6;201412;18;3,9;;
51516;B-I;BNP PARIBAS                                       ;C;3;;201412;SAO PAULO;SP;33.220.289;34.587.267;8.572;4.503.113;7.468.148;105.486;0;5.462.009;-312.499;0;16.654.806;463.379;141.342;92.911;31.796.792;173.801;0;425.226;3.712.220;100.929;4.412.176;3.645.330;2.827.192;49.610;2.876.802;0;54.189;2.923.262;2.935.192;14.949.842;2.790.475;2.734.027;116.396;703.228;73.014;701.675;142.188;261.482;0;0;-537.265;-586.124;-62.611;0;707;-162.816;533.478;159.049;42.491;-161.654;-370.551;-52.450;3.187;244.329;-199.862;198.017;2.110;200.127;-73.704;-10.025;116.396;0;10;201412;13,1;2,9;;
30771;B-I;CREDIT SUISSE                                     ;C;3;;201412;SAO PAULO;SP;29.992.144;30.251.097;1.049.525;12.810.708;7.111.755;7.106;0;5.427.523;-466.532;0;3.348.489;6.324;0;956.199;26.834.053;185.178;0;0;3.656.672;0;3.841.850;8.721.642;180.707;18.975;199.682;2;0;6.666.624;1.080.856;6.323.398;3.417.044;3.150.755;46.498;266.568;0;600.441;756.614;179.301;0;0;-844.055;-825.389;0;0;0;-74.867;58.613;442.812;0;-607.817;-187.901;-70.358;235.260;233.702;-167.843;-63.532;20.210;-43.322;94.642;-4.823;46.498;0;2;201412;16,3;19;;
1181521;B-I;BCO COOPERATIVO SICREDI S.A.                                ;I;2;;201412;PORTO ALEGRE;RS;20.019.499;28.929.333;54.312;10.936.306;3.246.318;586.748;0;13.272.866;-17.494;0;724.529;441;0;125.307;27.867.210;42.361;4.475.574;7.140.447;73.070;0;11.731.452;9.378.219;0;140.352;140.352;0;36.782;5.659.916;363;920.126;1.062.123;1.190.044;52.893;438.136;0;734.930;2.261;14.490;25.007;0;-860.710;-120.207;0;0;0;-257;233.650;19.427;20;-50.081;-118.648;-12.638;5.498;17.942;-10.497;84.673;-30;84.643;-31.749;0;52.893;0;5;201412;20,6;10,5;;
51183;B-I;DEUTSCHE                                          ;C;3;;201412;SAO PAULO;SP;27.508.742;27.971.057;278.212;2.881.722;3.335.685;139.629;0;2.063.303;-6.419;0;19.237.436;6.650;0;34.840;26.315.141;324.738;0;33.226;1.375.092;0;1.733.056;705.895;0;0;0;0;104.815;3.837.484;1.519.228;18.414.664;1.655.917;1.655.917;139.245;184.427;0;302.205;307.376;0;0;0;-192.041;-146.868;0;-299.601;0;6.184;161.682;148.028;332;-156.568;-79.774;-99.470;0;316.163;-138.177;152.216;-26.413;125.803;13.443;0;139.245;0;1;201412;15;2,1;;
31323;B-I;PAN                                               ;C;2;;201412;SAO PAULO;SP;25.557.597;25.722.546;39.801;957.537;2.332.440;48.107;0;16.249.277;-878.886;96.940;5.088.108;706.646;156.940;1.022.575;21.936.331;107.039;0;8.631.521;2.837.794;0;11.576.354;1.187.356;2.006.698;3.156.910;5.163.608;107.300;4.041;101.703;38.847;3.757.123;3.786.214;2.746.585;106.107;1.757.165;93.702;124.900;197.515;108.012;0;346;-2.047.766;-10.778;-87.367;0;513.133;-466.167;182.695;28.292;163.247;-123.623;-787.878;-112.131;-23.680;829.363;-370.067;-213.782;351.199;137.417;-25.487;0;106.107;0;2;201412;18,7;26,6;;
51750;B-I;BANCOOB                                           ;C;2;;201412;BRASILIA;DF;20.547.333;21.889.831;6.118;3.704.445;8.490.847;366.191;0;8.131.820;-35.668;0;1.130.236;23.616;0;72.225;21.102.957;31.008;2.551.307;13.832.029;155.104;0;16.569.448;1.679.313;0;3.702;3.702;23.526;4.306;1.816.042;0;1.006.621;786.874;786.625;30.787;311.621;0;705.315;0;0;13.773;0;-876.184;-24.489;0;0;0;-1.476;128.560;137.500;43;-37.001;-86.562;-26.618;1.926;23.605;-90.103;51.350;1.613;52.963;-18.993;-3.184;30.787;0;3;201412;17,3;9,2;;
41856;B-I;ABC-BRASIL                                        ;C;3;;201412;SAO PAULO;SP;20.745.453;20.745.453;51.688;3.599.383;4.215.853;51.050;0;10.391.982;-202.084;0;2.500.153;27.787;0;109.643;18.556.908;82.951;0;452.079;4.259.535;0;4.794.565;25.070;2.906.857;2.384.663;5.291.520;0;13.644;5.309.184;331.556;2.791.368;2.188.545;2.187.114;160.173;633.400;0;354.607;332.962;33.276;0;14.960;-692.344;-509.020;0;0;-826;-53.312;113.703;85.888;8.320;-78.663;-46.584;-17.657;112.702;73.344;-77.825;173.228;33;173.261;34.501;-47.590;160.173;0;5;201412;14,4;3,8;;
62232889;B-I;BCO DAYCOVAL S.A                                            ;I;2;;201412;SAO PAULO;SP;18.214.018;18.919.978;134.908;2.518.628;1.695.579;179.007;0;10.087.783;-443.761;3.917;4.034.638;462.836;0;250.360;16.397.270;455.606;0;324.861;3.140.698;8.164;3.929.328;742.554;3.866.618;3.957.861;7.824.479;1.421;27.115;1.909.277;25.321;1.937.774;2.522.708;2.522.708;145.516;1.223.524;0;214.717;443.769;162.132;0;0;-1.134.953;-251.567;0;0;-3.845;-204.720;449.057;16.486;34.422;-108.283;-226.837;-45.870;18.550;191.230;-85.152;243.603;-9.111;234.492;-63.201;-25.775;145.516;0;39;201412;17,8;8,9;;
31859;B-I;SOCIETE GENERALE                                  ;C;3;;201412;SAO PAULO;SP;18.522.349;18.522.349;2.201;288.701;3.398.175;5.818;0;1.982.272;-159.938;5.513;12.206.490;49.706;705.240;43.683;17.493.528;15.254;0;0;295.971;0;311.225;10.740;0;0;0;664;8.009;4.371.788;557.297;12.233.804;1.028.821;1.018.899;-7.846;339.913;175.711;201.449;726.086;0;0;0;-19.731;-951.859;-133.434;-51.855;0;-58.420;227.860;13.352;6.600;-59.761;-154.592;-14.344;-3.873;66.595;-100.874;-19.037;-53;-19.090;11.244;0;-7.846;0;3;201412;17,1;3,8;;
30290;B-I;BMG                                               ;C;2;;201412;SAO PAULO;SP;17.011.912;17.011.912;59.485;1.300.336;1.793.601;37.268;3;9.475.696;-698.924;87.378;2.783.749;540.793;1.360;1.718.545;13.479.610;62.145;0;156.024;5.218.297;0;5.436.466;0;1.266.953;1.712.145;2.979.098;38;0;477.551;104.494;4.481.963;3.532.302;2.368.892;145.662;1.544.309;5.334;186.167;436.169;18.957;0;0;-1.153.621;-18.780;-4.789;0;845.154;-418.393;1.440.507;14.804;38.869;-93.432;-1.016.320;-27.887;72.487;109.578;-303.395;235.211;-4.004;231.207;37.046;-739;145.662;0;20;201412;26,7;30,4;;
1023570;B-I;BCO RABOBANK INTL BRASIL S.A.                               ;I;3;;201412;SAO PAULO;SP;16.157.446;16.896.411;87.969;3.013.319;2.088.100;8.179;0;9.600.702;-230.012;0;2.281.110;426;0;46.619;15.552.870;3.603;0;130.809;29.242;0;163.654;737.042;0;2.660.000;2.660.000;0;180.127;9.771.845;111.520;1.928.682;1.343.541;1.292.895;108.881;1.365.051;0;288.571;57.440;411.824;0;0;-175.592;-1.579.003;0;0;0;-111.210;257.081;30.577;6.522;-77.297;-49.046;-18.029;14.677;33.760;-45.652;152.593;-36;152.557;-30.529;-13.145;108.881;0;17;201412;14,7;1,6;;
32119;B-I;BIC                                               ;C;2;;201412;SAO PAULO;SP;15.641.508;15.641.508;173.822;157.904;4.286.645;98.214;0;8.042.793;-1.002.949;0;2.953.536;365.124;362.854;203.565;14.422.067;219.595;12.834;401.990;6.067.334;3.157;6.704.910;1.614.644;169.112;1.609.113;1.778.225;10.361;15.235;2.114.932;12.505;2.171.257;1.219.441;1.160.450;-591.784;744.072;78.797;153.585;284.972;268.284;129;69;-824.590;-336.014;-69.026;0;-5.952;-966.792;-672.466;34.851;9.586;-114.026;-101.674;-26.810;740;29.464;-127.254;-967.589;-59.974;-1.027.563;435.778;0;-591.784;0;34;201412;13,6;10;;
30159;B-I;BANESTES                                          ;C;1;;201412;VITORIA;ES;12.868.227;14.992.118;168.322;3.801.616;5.256.408;865.914;0;3.869.384;-269.442;0;941.570;25.436;118.228;214.684;13.930.424;1.344.571;2.531.874;144.775;4.365.652;0;8.386.872;3.698.922;229.996;211.227;441.223;5.245;22.229;727.123;0;648.810;1.061.694;1.058.207;65.921;421.526;25.087;495.061;0;9.504;19.843;4.251;-571.691;-9.074;-19.921;0;0;-116.496;258.090;94.004;39.111;-146.818;-108.075;-33.058;10.161;19.733;-39.345;93.803;3.788;97.591;-16.233;-15.437;65.921;0;134;201412;17,1;20,1;;
51293;B-I;ALFA                                              ;C;2;;201412;SAO PAULO;SP;14.698.863;14.698.863;4.841;956.077;5.065.068;87.208;0;6.961.946;-103.742;486;1.093.341;22.770;330.694;280.661;12.604.531;19.769;0;297.125;566.463;0;883.356;2.400.921;4.984.274;1.595.592;6.579.866;127;11.517;1.508.116;62.176;1.158.451;2.094.332;2.062.366;59.903;541.004;124.183;252.105;67.160;3.874;0;0;-548.716;-56.709;-101.886;0;-18.882;-13.785;248.348;14.324;22.456;-81.464;-54.763;-15.370;10.130;41.746;-107.223;78.184;-589;77.595;-13.939;-3.753;59.903;0;9;201412;19,8;11,6;;
20152;B-I;MERCANTIL DO BRASIL                               ;C;2;;201412;BELO HORIZONTE;MG;12.328.306;13.261.618;274.807;2.457.823;692.570;320.078;5.374;8.486.676;-739.888;1.502.538;1.091.660;412.021;298;260.199;12.552.259;620.148;322.689;161.897;7.251.030;2;8.355.766;932.828;248.307;193.932;442.239;44;53.554;47.724;0;2.720.104;709.360;641.553;-75.129;1.187.964;363;172.251;85.006;17.748;7.064;0;-528.456;-21.925;-329;0;-76.697;-358.674;484.315;29.183;43.734;-176.911;-286.142;-10.121;8.825;35.764;-257.869;-129.222;-3.625;-132.847;64.545;-174;-75.129;0;189;201412;12,5;23,6;;
60498557;B-I;BCO TOKYO-MITSUBISHI BM S.A.                                ;I;3;;201412;SAO PAULO;SP;12.843.381;13.082.522;430.073;2.924.137;2.116.872;75.169;0;888.616;-27.928;0;6.613.714;3.149;0;58.720;11.887.918;143.748;0;0;1.316.749;0;1.460.497;238.530;0;0;0;1;28.756;3.631.651;595.600;5.932.883;1.194.603;1.192.821;17.016;59.361;0;209.403;237.864;84.750;0;0;-91.149;-351.533;0;0;0;-13.112;135.584;2.046;463;-54.369;-32.010;-6.090;0;40.301;-49.784;36.141;-13;36.128;-19.114;0;17.016;0;2;201412;31,4;4,9;;
4902979;B-I;BCO DA AMAZONIA S.A.                                        ;I;1;;201412;BELEM;PA;12.418.434;12.418.434;50.478;548.627;6.844.903;367.888;510;3.200.494;-78.916;118.529;1.224.483;582;0;259.386;10.706.843;736.098;586.661;22.830;1.280.109;567.331;3.193.029;310.128;0;0;0;2.104;549;660.801;0;6.540.231;1.711.591;2.637.993;123.188;202.817;0;373.450;50;7.052;159;0;-137.097;-204.713;0;0;0;-29.269;212.449;216.264;59.698;-243.110;-130.604;-39.639;0;331.507;-239.891;166.674;5.272;171.946;-31.016;-17.742;123.188;0;124;201412;17,5;9,8;;
31976;B-I;BRB                                               ;C;1;;201412;BRASILIA;DF;11.929.773;12.229.693;157.244;412.148;835.858;658.097;27.231;9.082.865;-423.932;4.151;1.101.254;37.191;0;341.737;11.064.388;896.098;1.753.754;132.379;5.724.458;6.849;8.513.539;353.986;277.080;262.476;539.556;2;108;276.607;0;1.380.591;1.165.305;1.102.553;45.662;1.054.843;0;102.572;0;5.389;13.904;0;-447.384;-3.293;0;0;0;-184.681;541.350;20.272;74.657;-332.681;-203.861;-43.313;39.536;52.664;-104.007;44.617;-13.842;30.775;21.782;-6.894;45.662;0;115;201412;15,3;24;;
51413;B-I;MORGAN STANLEY                                    ;C;3;;201412;SAO PAULO;SP;9.472.364;12.100.318;316;6.771.192;4.535.361;1;0;0;0;0;775.988;3;0;17.458;10.098.781;0;0;0;4.545.150;0;4.545.150;1.822.930;0;0;0;0;0;659.611;2.045.457;1.025.633;2.001.537;1.989.514;145.602;0;0;465.829;30.319;12.514;0;0;-223.652;0;0;0;0;-6.268;278.742;94.921;0;-204.762;-33.151;-19.060;22.834;12.840;-7.841;144.523;0;144.523;1.078;0;145.602;0;1;201412;25,8;0,9;;
