50 Maiores Bancos e o Consolidado do Sistema Financeiro Nacional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arquivo Completo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data-base: dezembro/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Balancetes processados até: 26/03/2014
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CI;TCB;Instituições;TD;TC;Obs;Data;Cidade;UF;Ativo Total (-);Ativo;Disponibilidades;Aplicações;TVM e Instrumentos;Relações;Relações;Oper, Créd, e Arrend, Mercantil;;Coobrigações em;Outros;Outros;Imobilizado de;Permanente;Passivo;Depósitos;Depósitos;Depósitos;Depósitos;Depósitos;Depósitos;Captações no;Recursos de Aceites e Emissão de Títulos;Recursos de Aceites e Emissão de Títulos;Recursos de Aceites e Emissão de Títulos;Relações;Relações;Obrigações por;Instrumentos Financeiros;Outras Obrigações e;Patrimônio;PR nível 1;Lucro;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Resultado;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Resultado;Resultado não;Resultado antes;IR e;Particip,;Lucro;Nº de;Nº de;Data DLO;Índice de;Índice de ;;
51011;B-I;VOTORANTIM;C;2;;201312;SAO PAULO;SP;101.775.590;106.975.088;206.299;11.705.500;32.515.903;237.954;1.376;52.257.466;-3.799.109;16.586.720;10.068.241;936.199;2.388.194;457.063;99.834.405;268.648;0;2.387.635;5.815.797;0;8.472.080;32.453.323;12.941.007;11.096.682;24.037.689;0;36.749;6.652.016;1.362.237;26.820.310;7.140.683;7.100.432;-37.925;5.509.330;1.001.450;2.174.620;250.311;132.328;2.557;404;-3.689.332;-325.760;-953.636;0;-995.727;-2.313.664;792.881;258.988;280.106;-533.340;-813.080;-1.336.181;64.977;2.691.267;-1.751.123;-345.505;-21.617;-367.122;494.347;-165.150;-37.925;1.793;27;201312;14,5;3,9;;
30403;B-I;CITIBANK;C;3;;201312;SAO PAULO;SP;54.097.305;54.297.355;702.172;8.913.639;17.791.825;2.600.455;0;10.745.666;-740.353;0;13.404.960;17.456;147.660;713.875;47.446.014;5.973.616;1.282.521;100.780;7.351.279;163.287;14.871.484;6.630.286;398.265;768.662;1.166.927;103;897.497;4.670.689;3.521.889;15.687.140;6.851.341;6.796.937;198.822;1.092.058;48.288;1.007.338;-150.567;588.562;33.516;0;-769.105;-417.451;-39.274;0;-189.965;-90.715;1.112.685;365.111;113.437;-614.534;-593.948;-127.858;30.924;523.979;-619.430;190.366;1.715;192.081;76.650;-69.910;198.822;5.759;128;201312;14,4;10;;
30173;B-I;BANRISUL;C;1;;201312;PORTO ALEGRE;RS;53.114.488;53.114.488;737.919;509.587;18.356.546;4.730.052;109.298;25.407.900;-1.496.508;12.182;3.772.383;231.519;133.800;621.991;47.965.850;3.400.501;6.990.978;351.820;20.152.064;3.346;30.898.709;4.220.707;1.825.383;680.499;2.505.882;14.859;225.093;3.486.116;112.047;6.502.436;5.148.638;5.144.942;371.919;2.336.724;26.234;858.568;-5.475;69.954;185.895;28.604;-1.440.735;-189.266;-19.103;0;-4.400;-60.042;1.786.958;67.537;378.375;-717.284;-556.514;-132.766;55.850;213.746;-544.863;551.039;-9.258;541.781;-116.167;-53.693;371.919;12.175;512;201312;18,3;9,1;;
7237373;B-I;BCO DO NORDESTE DO BRASIL S.A.;I;1;;201312;FORTALEZA;CE;33.764.185;33.817.503;155.909;7.737.065;12.004.013;412.076;0;11.124.768;-876.385;22.660;2.998.492;25.960;0;235.604;30.777.672;235.298;1.872.563;877.366;6.959.872;1.046.347;10.991.446;1.177.595;0;1.487.263;1.487.263;1.805;5.409;3.330.648;1.394;13.782.111;3.039.830;3.039.352;160.329;996.557;0;885.446;57.559;66.719;11.229;2.160;-577.413;-474.140;0;0;0;-304.560;663.557;772.826;17.642;-674.614;-441.079;-112.228;0;657.918;-519.074;364.948;4.983;369.931;-194.226;-15.375;160.329;10.098;233;201312;16,2;4,3;;
30771;B-I;CREDIT SUISSE;C;3;;201312;SAO PAULO;SP;30.559.512;32.393.809;2.669.327;13.985.943;5.523.344;8.166;0;4.351.537;-389.850;0;4.933.509;64.930;0;1.246.903;29.074.717;154.114;0;0;2.300.865;0;2.454.979;12.309.948;64.350;12.436;76.786;0;0;5.681.679;177.463;8.373.863;3.319.092;3.225.485;289.957;193.776;0;1.693.953;-257.346;0;0;0;-717.684;-357.589;0;-7.434;0;-145.144;402.532;592.563;0;-585.907;-216.885;-73.243;225.298;55.114;-70.313;329.159;-31;329.128;-34.119;-5.051;289.957;36;2;201312;15,3;28;;
20107;B-I;JP MORGAN CHASE;C;3;;201312;SAO PAULO;SP;25.889.234;29.953.776;145.567;11.160.958;9.909.112;64.757;3;810.014;-31.757;0;7.806.522;6.358;0;82.242;26.384.486;169.799;0;514;2.292.597;0;2.462.910;3.133.619;0;0;0;1;14.232;8.550.752;3.336.820;8.886.152;3.569.290;3.433.627;44.390;28.258;0;1.023.307;516.703;126.556;0;0;-233.208;-1.262.311;0;0;0;29.838;229.143;237.580;213;-353.535;-117.836;-60.708;0;247.083;-85.819;96.121;-2.596;93.525;-49.135;0;44.390;732;6;201312;18,2;0,4;;
30290;B-I;BMG;C;2;;201312;SAO PAULO;SP;28.140.779;28.140.779;81.896;562.731;2.428.967;32.260;0;20.001.747;-803.797;11.859.054;3.108.027;1.114.385;11.085;1.603.478;24.742.154;54.260;0;110.607;6.719.038;0;6.883.904;20.000;638.507;2.163.028;2.801.535;1.155;0;36.283;153.785;14.845.491;3.398.625;2.981.446;84.606;2.701.018;18.846;245.108;50.131;295.407;0;0;-1.075.117;-1.041;-17.866;0;-567.352;-324.448;1.324.686;17.276;8.848;-77.627;-796.990;-57.691;13.201;146.868;-379.911;198.660;411;199.071;31.042;-22.681;84.606;654;19;201312;13,5;39,4;;
1181521;B-I;BCO COOPERATIVO SICREDI S.A.;I;2;;201312;PORTO ALEGRE;RS;16.875.492;23.812.778;28.610;8.706.049;3.080.814;685.518;0;10.928.338;-16.073;0;292.523;101;0;106.897;23.013.531;43.988;3.784.799;6.941.061;42.259;0;10.812.107;7.278.764;0;19.921;19.921;0;27.500;4.425.568;235;449.435;799.247;799.247;24.540;298.567;0;580.161;301;6.028;20.860;0;-672.619;-69.807;0;0;0;-4.058;159.433;15.449;19;-43.547;-86.002;-10.091;6.956;14.358;-15.315;41.260;45;41.305;-16.762;0;24.540;363;5;201312;14,9;11,6;;
51183;B-I;DEUTSCHE;C;3;;201312;SAO PAULO;SP;21.884.486;22.207.579;426.257;3.284.494;2.546.525;111.335;0;1.626.626;-13.788;0;14.184.182;4.317;0;37.630;20.584.834;274.869;0;116.174;1.964.469;0;2.355.512;1.678.384;0;0;0;1;115.160;2.473.038;999.462;12.963.276;1.622.745;1.622.745;132.798;98.644;0;271.635;60.111;51.546;0;0;-198.950;-74.937;0;0;0;22.838;230.887;117.282;223;-131.263;-63.629;-23.565;31;64.632;-56.639;137.959;-331;137.628;-4.829;0;132.798;358;2;201312;11,3;2,3;;
31323;B-I;PANAMERICANO;C;2;;201312;SAO PAULO;SP;21.050.439;21.725.860;43.687;1.230.698;1.376.221;28.466;0;13.380.130;-917.566;498.748;4.521.856;484.346;394.124;1.183.900;19.194.335;178.103;0;6.404.376;2.892.875;0;9.475.354;1.092.596;2.227.844;2.883.973;5.111.817;138.700;603;101.458;21.957;3.251.850;2.531.525;1.497.333;-237.961;1.354.004;138.793;740.945;-34.244;41.860;0;1.092;-1.407.010;-7.562;-120.313;0;510.808;-484.517;733.856;28.090;142.754;-113.196;-727.944;-615.743;-7.611;1.062.676;-700.881;-197.999;-24.565;-222.564;-9.575;0;-237.961;1.022;1;201312;13,4;46;;
51516;B-I;BNP PARIBAS;C;3;;201312;SAO PAULO;SP;19.430.539;20.932.555;35.256;2.150.629;5.502.429;54.050;0;5.828.922;-300.309;0;6.924.040;356.588;284.185;96.765;18.209.220;80.697;0;104.884;4.443.129;77.300;4.706.011;3.138.921;1.114.912;0;1.114.912;0;49.269;2.023.466;1.313.786;5.862.855;2.723.335;2.704.920;93.425;628.028;97.718;285.739;14.573;151.900;0;0;-365.266;-47.220;-77.849;0;0;-194.445;493.178;130.558;34.629;-139.880;-318.866;-44.139;3.714;170.019;-224.519;104.694;-898;103.796;-1.033;-9.338;93.425;659;11;201312;14,2;3,2;;
51750;B-I;BANCOOB;C;2;;201312;BRASILIA;DF;16.752.599;18.119.803;3.743;6.312.224;3.814.145;464.055;0;6.721.896;-34.054;0;746.219;20.576;0;70.998;17.538.964;22.405;1.944.587;11.612.699;74.362;0;13.654.052;1.744.292;0;4.267;4.267;25.272;4.635;1.446.614;0;659.831;580.839;580.839;18.249;251.547;0;465.331;0;0;10.481;0;-580.242;-19.945;0;0;-2;-480;126.690;100.500;42;-32.985;-70.098;-54.061;954;18.540;-65.130;24.452;950;25.402;-5.290;-1.863;18.249;434;3;201312;12,3;11,8;;
41856;B-I;ABC-BRASIL;C;3;;201312;SAO PAULO;SP;17.267.769;17.267.769;175.347;2.403.403;2.909.059;62.548;0;9.147.274;-173.664;0;2.613.433;35.947;0;94.422;15.350.247;42.468;0;432.227;3.087.758;0;3.562.454;112.497;2.150.519;1.604.201;3.754.720;0;27.544;4.817.185;243.975;2.831.872;1.917.522;1.917.494;143.496;579.411;0;260.349;44.536;57.604;0;14.031;-374.805;-322.977;0;0;0;-43.262;214.887;73.343;6.140;-73.426;-42.464;-22.783;30.880;240.200;-221.245;205.532;-1.274;204.258;-17.906;-42.858;143.496;561;7;201312;14,8;3,2;;
32119;B-I;BIC;C;2;;201312;SAO PAULO;SP;15.589.285;15.606.886;306.969;990.810;2.024.214;113.539;0;9.189.082;-381.117;0;2.120.234;557.562;467.559;218.034;13.648.800;348.185;14.288;422.294;6.284.813;0;7.069.579;41.101;271.161;1.579.097;1.850.258;14;132.634;2.523.268;3.551;2.028.393;1.958.086;1.964.622;44.710;830.157;92.096;127.462;97.880;110.837;64;969;-535.139;-174.695;-58.729;0;-31.694;-135.424;323.784;33.561;17.197;-96.445;-106.096;-36.207;-599;43.163;-107.932;70.426;430;70.856;-26.146;0;44.710;798;36;201312;19,2;4,8;;
1023570;B-I;BCO RABOBANK INTL BRASIL S.A.;I;3;;201312;SAO PAULO;SP;15.014.588;15.323.393;60.652;2.858.003;1.630.812;7.521;0;7.324.813;-126.297;0;3.516.922;761;0;50.206;14.148.539;4.498;0;106.291;123.574;0;234.363;308.817;0;1.754.137;1.754.137;0;495.351;7.704.244;104.584;3.547.044;1.174.854;1.129.816;88.528;547.334;0;203.186;12.115;94.397;0;0;-108.933;-517.733;0;0;0;-41.835;188.531;32.062;4.272;-57.494;-39.658;-14.095;6.105;16.279;-6.969;129.033;1;129.034;-24.591;-15.915;88.528;593;17;201312;15,6;1,9;;
62232889;B-I;BCO DAYCOVAL S.A;I;2;;201312;SAO PAULO;SP;14.227.621;14.940.278;87.634;2.025.809;1.187.921;207.245;0;8.513.228;-469.089;12.321;2.806.861;349.752;0;230.915;12.500.002;388.149;0;241.336;3.146.156;3.872;3.779.513;779.644;2.904.089;1.912.035;4.816.124;873;22.190;1.709.878;4.102;1.387.677;2.440.276;2.369.066;107.036;920.232;0;188.275;44.523;79.211;0;0;-471.631;-99.709;0;0;-19.888;-257.112;383.901;12.536;26.871;-88.541;-205.101;-39.995;6.281;116.145;-52.438;159.659;1.010;160.669;-32.019;-21.612;107.036;1.166;37;201312;17,5;8,9;;
30159;B-I;BANESTES;C;1;;201312;VITORIA;ES;11.571.315;14.007.244;234.707;3.429.025;4.431.456;1.211.393;3;3.721.811;-209.121;0;803.256;24.191;153.478;207.046;13.039.560;1.362.436;2.192.222;132.567;4.125.666;0;7.812.891;3.733.073;159.964;75.485;235.449;4.354;42.311;625.587;0;585.895;967.684;964.295;59.886;365.317;28.019;357.167;0;9.100;16.340;0;-435.946;-7.488;-21.343;0;0;-74.941;236.225;81.839;36.025;-127.806;-101.578;-26.583;7.817;16.791;-31.374;91.356;-1.838;89.518;-19.554;-10.079;59.886;3.546;134;201312;15,1;21,3;;
51293;B-I;ALFA;C;2;;201312;SAO PAULO;SP;13.839.988;13.839.988;13.669;144.084;5.174.894;108.465;0;7.565.717;-135.584;1.050;359.999;30.796;315.925;262.025;11.819.680;37.324;0;263.510;92.377;0;393.210;2.277.826;5.781.221;1.346.872;7.128.093;0;3.277;1.425.177;118.879;473.217;2.020.308;1.993.853;64.780;411.325;117.583;218.615;29.128;12.351;0;9;-429.778;-61.680;-98.782;0;-7.150;-31.405;160.216;12.511;14.993;-79.955;-56.543;-15.367;7.431;133.797;-132.746;44.337;32.840;77.177;-7.703;-4.695;64.780;20;9;201312;19,4;11,2;;
20152;B-I;MERCANTIL DO BRASIL;C;2;;201312;BELO HORIZONTE;MG;12.680.662;13.510.309;211.576;2.700.945;501.812;245.030;7.818;8.804.346;-593.634;1.944.844;980.213;398.053;2.726;251.424;12.612.403;576.582;284.342;113.404;7.385.276;0;8.359.604;829.646;226.265;231.184;457.449;14;59.172;69.425;3.639;2.833.454;897.906;897.184;-11.807;1.134.513;1.973;148.582;2.273;5.045;6.862;0;-454.956;-6.657;-1.846;0;-68.283;-343.403;424.103;28.598;34.809;-191.318;-264.932;-19.292;9.603;73.038;-171.668;-77.059;59.713;-17.346;28.539;-12.320;-11.807;3.935;192;201312;13,4;17,7;;
31859;B-I;SOCIETE GENERALE;C;3;;201312;SAO PAULO;SP;12.639.668;12.639.668;26.307;815.304;2.457.248;9.236;0;2.209.779;-218.168;22.430;6.655.789;61.327;575.951;46.894;11.634.840;10.046;0;0;732.833;0;742.878;15.998;106.016;0;106.016;592;3.704;3.037.003;782.966;6.945.683;1.004.827;995.001;45.815;345.554;141.701;185.872;68.032;0;0;0;-46.514;-235.344;-113.187;-6.152;0;-70.750;269.212;9.784;9.906;-64.658;-146.961;-15.512;-8.194;86.932;-82.571;57.938;1.274;59.212;-13.397;0;45.815;423;3;201312;19,4;4,2;;
51255;B-I;MERRILL LYNCH;C;3;;201312;SAO PAULO;SP;12.282.941;12.282.941;24.120;626.029;4.592.738;46.650;0;247.730;-23.104;0;6.730.431;518;0;37.830;10.953.951;140.961;0;49.362;997.266;0;1.187.589;211.836;0;0;0;0;25.023;0;2.749.324;6.780.178;1.328.991;1.328.345;73.804;21.698;0;227.455;-30.353;196.828;0;0;-69.186;-123.669;0;0;0;1.579;224.352;261.650;1.161;-199.081;-72.838;-24.312;0;25.747;-132.106;84.573;-4.156;80.417;-6.610;0;73.804;501;1;201312;27,2;2,8;;
4902979;B-I;BCO DA AMAZONIA S.A.;I;1;;201312;BELEM;PA;11.330.107;11.330.107;56.554;1.206.875;5.990.448;381.347;2.055;2.442.371;-71.088;101.490;1.073.194;1.454;0;246.898;9.705.113;760.781;548.813;18.634;1.114.998;795.353;3.238.578;34.002;0;0;0;2.739;2.623;553.887;0;5.873.284;1.624.993;1.624.993;136.301;159.498;0;330.841;0;3.179;257;0;-99.512;-177.506;0;0;0;-36.860;179.897;210.607;40.987;-216.604;-133.638;-34.094;0;422.852;-383.806;86.201;1.306;87.507;64.380;-15.586;136.301;4.017;123;201312;13,8;10,4;;
31976;B-I;BRB;C;1;;201312;BRASILIA;DF;11.007.355;11.071.654;166.244;404.404;935.792;570.030;15.209;8.002.381;-335.726;4.607;1.076.272;24.878;0;212.169;10.005.566;930.840;1.508.296;107.745;5.352.253;4.640;7.903.775;291.362;185.029;153;185.182;11;135;182.514;0;1.442.587;1.066.087;1.066.087;55.930;904.792;0;98.927;0;3.986;12.085;0;-326.195;-1.469;0;0;0;-130.945;561.181;16.842;67.990;-333.429;-184.343;-44.491;21.061;64.049;-80.838;88.022;-11.689;76.333;-11.661;-8.743;55.930;4.667;109;201312;12,7;17,2;;
50304;B-I;PINE;C;2;;201312;SAO PAULO;SP;10.558.749;10.558.749;155.955;667.692;2.603.791;621;0;5.673.713;-165.929;0;1.354.327;178.847;0;89.730;9.286.341;23.306;0;89.718;3.113.420;0;3.226.444;547.580;738.367;999.333;1.737.700;25;15.072;2.497.073;190.834;1.071.615;1.272.408;1.220.519;77.380;311.975;0;137.173;80.187;70.878;0;0;-315.895;-91.754;0;0;-16.491;-56.077;119.996;48.382;1.293;-46.306;-49.048;-8.396;9.027;58.140;-21.235;111.853;4.227;116.080;-16.750;-21.950;77.380;371;12;201312;14,2;2,3;;
51413;B-I;MORGAN STANLEY;C;3;;201312;SAO PAULO;SP;8.867.713;10.173.325;582;4.899.916;3.816.245;456;0;0;0;0;1.436.289;4;0;19.833;8.376.831;0;0;0;3.856.230;0;3.856.230;1.650.248;0;0;0;0;26;0;1.160.173;1.710.155;1.796.494;1.761.372;120.113;0;0;297.695;-20.337;114.233;0;0;-161.876;0;0;0;0;0;229.715;87.319;0;-125.252;-29.845;-28.214;-5.180;67.073;-39.291;156.325;0;156.325;-36.212;0;120.113;174;2;201312;18,3;1,1;;
